County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
San Luis Ob,2017,Female,32.11,16.47,8.23,23.88,8.23,3.9,2.0,1.0,2.9,1.0,12145,Juvenile
San Mateo,2017,Female,48.8,25.83,20.09,28.71,20.09,17.0,9.0,7.0,10.0,7.0,34837,Juvenile
Santa Barba,2017,Female,44.65,13.39,31.25,17.86,26.79,10.0,3.0,7.0,4.0,6.0,22398,Juvenile
Santa Clara,2017,Female,19.46,8.2,10.24,10.24,9.22,19.0,8.0,10.0,10.0,9.0,97613,Juvenile
Santa Cruz,2017,Female,5.64,0.0,15.05,0.0,5.64,0.75,0.0,2.0,0.0,0.75,13287,Juvenile
Shasta,2017,Female,34.99,0.0,34.99,11.66,23.32,3.0,0.0,3.0,1.0,2.0,8575,Juvenile
Sierra,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,Juvenile
Siskiyou,2017,Female,102.2,102.2,0.0,51.1,51.1,2.0,2.0,0.0,1.0,1.0,1957,Juvenile
Solano,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22532,Juvenile
Sonoma,2017,Female,24.32,13.03,8.68,9.12,15.2,5.6,3.0,2.0,2.1,3.5,23030,Juvenile
Stanislaus,2017,Female,16.48,6.22,12.44,8.71,7.77,5.3,2.0,4.0,2.8,2.5,32163,Juvenile
Sutter,2017,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5731,Juvenile
Tehama,2017,Female,142.76,59.01,88.52,104.69,38.06,4.84,2.0,3.0,3.55,1.29,3389,Juvenile
Trinity,2017,Female,168.42,0.0,0.0,168.42,0.0,0.8,0.0,0.0,0.8,0.0,475,Juvenile
Tulare,2017,Female,58.83,34.76,28.44,39.56,19.27,18.62,11.0,9.0,12.52,6.1,31649,Juvenile
Tuolumne,2017,Female,50.99,0.0,50.99,0.0,50.99,1.0,0.0,1.0,0.0,1.0,1961,Juvenile
Ventura,2017,Female,32.35,6.69,33.46,22.31,10.04,14.5,3.0,15.0,10.0,4.5,44828,Juvenile
Yolo,2017,Female,3.79,25.27,0.0,0.0,3.79,0.45,3.0,0.0,0.0,0.45,11871,Juvenile
Yuba,2017,Female,150.28,113.51,45.4,63.79,86.49,6.62,5.0,2.0,2.81,3.81,4405,Juvenile
Alameda,2018,Female,8.85,1.3,9.11,4.04,4.82,6.8,1.0,7.0,3.1,3.7,76809,Juvenile
Alpine,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Juvenile
Amador,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238,Juvenile
Butte,2018,Female,18.84,18.84,0.0,18.84,0.0,2.0,2.0,0.0,2.0,0.0,10615,Juvenile
Calaveras,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721,Juvenile
Colusa,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300,Juvenile
Contra Cost,2018,Female,15.38,10.26,5.13,6.84,8.55,9.0,6.0,3.0,4.0,5.0,58506,Juvenile
Del Norte,2018,Female,162.87,0.0,162.87,81.43,81.43,2.0,0.0,2.0,1.0,1.0,1228,Juvenile
El Dorado,2018,Female,56.51,10.66,42.65,22.39,34.12,5.3,1.0,4.0,2.1,3.2,9379,Juvenile
Fresno,2018,Female,47.9,26.43,19.82,34.68,13.21,29.0,16.0,12.0,21.0,8.0,60548,Juvenile
Glenn,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658,Juvenile
Humboldt,2018,Female,37.27,0.0,31.72,7.14,30.13,2.35,0.0,2.0,0.45,1.9,6305,Juvenile
Imperial,2018,Female,17.93,17.93,0.0,0.0,17.93,2.0,2.0,0.0,0.0,2.0,11155,Juvenile
Inyo,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808,Juvenile
Kern,2018,Female,87.04,38.08,43.52,68.0,19.04,48.0,21.0,24.0,37.5,10.5,55150,Juvenile
Kings,2018,Female,116.61,38.87,0.0,97.17,19.43,12.0,4.0,0.0,10.0,2.0,10291,Juvenile
Lake,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2894,Juvenile
Lassen,2018,Female,161.63,208.55,0.0,161.63,0.0,1.55,2.0,0.0,1.55,0.0,959,Juvenile
Los Angeles,2018,Female,25.18,13.79,10.59,14.99,10.19,126.0,69.0,53.0,75.0,51.0,500370,Juvenile
Madera,2018,Female,52.88,21.15,31.73,21.15,31.73,5.0,2.0,3.0,2.0,3.0,9455,Juvenile
Marin,2018,Female,26.53,15.16,7.58,8.34,18.19,3.5,2.0,1.0,1.1,2.4,13195,Juvenile
Mariposa,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618,Juvenile
Mendocino,2018,Female,63.58,0.0,48.72,0.73,62.85,2.61,0.0,2.0,0.03,2.58,4105,Juvenile
Merced,2018,Female,42.09,16.57,16.57,18.39,23.7,7.62,3.0,3.0,3.33,4.29,18105,Juvenile
Modoc,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,Juvenile
Mono,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,Juvenile
Monterey,2018,Female,20.18,8.07,4.04,12.11,8.07,5.0,2.0,1.0,3.0,2.0,24775,Juvenile
Napa,2018,Female,29.25,14.63,29.25,14.63,14.63,2.0,1.0,2.0,1.0,1.0,6837,Juvenile
Nevada,2018,Female,107.96,26.99,80.97,0.0,107.96,4.0,1.0,3.0,0.0,4.0,3705,Juvenile
Orange,2018,Female,21.39,13.52,9.22,14.45,6.95,34.8,22.0,15.0,23.5,11.3,162681,Juvenile
Placer,2018,Female,32.54,5.4,16.19,28.55,3.99,6.03,1.0,3.0,5.29,0.74,18529,Juvenile
Plumas,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722,Juvenile
Riverside,2018,Female,10.78,7.28,3.64,6.19,4.59,14.8,10.0,5.0,8.5,6.3,137322,Juvenile
Sacramento,2018,Female,11.17,2.48,9.93,2.48,8.69,9.0,2.0,8.0,2.0,7.0,80556,Juvenile
San Benito,2018,Female,16.07,0.0,0.0,16.07,0.0,0.54,0.0,0.0,0.54,0.0,3361,Juvenile
San Bernard,2018,Female,13.25,10.91,4.68,3.9,9.35,17.0,14.0,6.0,5.0,12.0,128292,Juvenile
San Diego,2018,Female,31.33,23.65,7.68,17.73,13.6,53.0,40.0,13.0,30.0,23.0,169168,Juvenile
San Francis,2018,Female,45.15,32.84,12.31,20.52,24.63,11.0,8.0,3.0,5.0,6.0,24363,Juvenile
San Joaquin,2018,Female,22.07,17.66,4.41,2.21,19.87,10.0,8.0,2.0,1.0,9.0,45302,Juvenile
San Luis Ob,2018,Female,9.09,0.0,8.26,4.96,4.13,1.1,0.0,1.0,0.6,0.5,12106,Juvenile
San Mateo,2018,Female,22.62,2.83,25.44,14.14,8.48,8.0,1.0,9.0,5.0,3.0,35373,Juvenile
Santa Barba,2018,Female,31.13,8.89,22.24,13.34,17.79,7.0,2.0,5.0,3.0,4.0,22487,Juvenile
Santa Clara,2018,Female,26.25,21.2,3.03,9.09,17.16,26.0,21.0,3.0,9.0,17.0,99060,Juvenile
Santa Cruz,2018,Female,0.44,0.0,7.41,0.0,0.44,0.06,0.0,1.0,0.0,0.06,13499,Juvenile
Shasta,2018,Female,23.38,11.69,23.38,23.38,0.0,2.0,1.0,2.0,2.0,0.0,8553,Juvenile
Sierra,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,Juvenile
Siskiyou,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,Juvenile
Solano,2018,Female,22.29,22.29,0.0,8.92,13.38,5.0,5.0,0.0,2.0,3.0,22428,Juvenile
Sonoma,2018,Female,42.99,13.3,31.03,33.68,9.31,9.7,3.0,7.0,7.6,2.1,22562,Juvenile
Stanislaus,2018,Female,23.48,15.45,9.27,12.98,10.51,7.6,5.0,3.0,4.2,3.4,32363,Juvenile
Sutter,2018,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5753,Juvenile
Tehama,2018,Female,314.5,58.24,87.36,103.38,211.12,10.8,2.0,3.0,3.55,7.25,3434,Juvenile
Trinity,2018,Female,21.1,0.0,0.0,21.1,0.0,0.1,0.0,0.0,0.1,0.0,474,Juvenile
Tulare,2018,Female,34.97,18.85,12.57,27.46,7.51,11.13,6.0,4.0,8.74,2.39,31824,Juvenile
Tuolumne,2018,Female,52.36,0.0,52.36,0.0,52.36,1.0,0.0,1.0,0.0,1.0,1910,Juvenile
Ventura,2018,Female,35.22,13.46,26.92,19.07,16.15,15.7,6.0,12.0,8.5,7.2,44575,Juvenile
Yolo,2018,Female,0.83,0.0,0.0,0.0,0.83,0.1,0.0,0.0,0.0,0.1,12101,Juvenile
Yuba,2018,Female,79.53,67.2,22.4,47.04,32.48,3.55,3.0,1.0,2.1,1.45,4464,Juvenile
Alameda,2019,Female,10.03,9.12,2.61,2.87,7.17,7.7,7.0,2.0,2.2,5.5,76741,Juvenile
Alpine,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,Juvenile
Amador,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198,Juvenile
Butte,2019,Female,19.84,9.92,0.0,0.0,19.84,2.0,1.0,0.0,0.0,2.0,10082,Juvenile
Calaveras,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649,Juvenile
Colusa,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293,Juvenile
Contra Cost,2019,Female,19.05,13.86,5.2,12.13,6.93,11.0,8.0,3.0,7.0,4.0,57728,Juvenile
Del Norte,2019,Female,280.03,331.4,0.0,216.24,63.79,3.38,4.0,0.0,2.61,0.77,1207,Juvenile
El Dorado,2019,Female,26.1,0.0,21.75,4.35,21.75,2.4,0.0,2.0,0.4,2.0,9197,Juvenile
Fresno,2019,Female,32.81,24.61,13.12,18.04,14.76,20.0,15.0,8.0,11.0,9.0,60962,Juvenile
Glenn,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662,Juvenile
Humboldt,2019,Female,37.83,16.03,16.03,22.76,15.07,2.36,1.0,1.0,1.42,0.94,6239,Juvenile
Imperial,2019,Female,9.84,17.9,0.0,0.0,9.84,1.1,2.0,0.0,0.0,1.1,11174,Juvenile
Inyo,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812,Juvenile
Kern,2019,Female,84.91,37.78,50.37,66.2,18.71,47.2,21.0,28.0,36.8,10.4,55588,Juvenile
Kings,2019,Female,66.06,47.18,9.44,56.62,9.44,7.0,5.0,1.0,6.0,1.0,10597,Juvenile
Lake,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869,Juvenile
Lassen,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976,Juvenile
Los Angeles,2019,Female,26.34,14.28,11.06,15.89,10.46,131.0,71.0,55.0,79.0,52.0,497249,Juvenile
Madera,2019,Female,85.42,32.03,53.38,32.03,53.38,8.0,3.0,5.0,3.0,5.0,9366,Juvenile
Marin,2019,Female,36.68,0.0,30.57,35.15,1.53,4.8,0.0,4.0,4.6,0.2,13085,Juvenile
Mariposa,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615,Juvenile
Mendocino,2019,Female,24.53,0.0,24.53,0.0,24.53,1.0,0.0,1.0,0.0,1.0,4077,Juvenile
Merced,2019,Female,25.38,22.02,5.51,19.71,5.67,4.61,4.0,1.0,3.58,1.03,18164,Juvenile
Modoc,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,Juvenile
Mono,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,Juvenile
Monterey,2019,Female,151.91,8.0,19.99,127.92,23.99,38.0,2.0,5.0,32.0,6.0,25015,Juvenile
Napa,2019,Female,29.42,0.0,14.71,14.71,14.71,2.0,0.0,1.0,1.0,1.0,6799,Juvenile
Nevada,2019,Female,72.18,0.0,110.62,16.87,55.31,2.61,0.0,4.0,0.61,2.0,3616,Juvenile
Orange,2019,Female,15.37,8.06,6.2,11.15,4.21,24.8,13.0,10.0,18.0,6.8,161377,Juvenile
Placer,2019,Female,31.21,32.97,0.0,25.0,6.21,5.68,6.0,0.0,4.55,1.13,18201,Juvenile
Plumas,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723,Juvenile
Riverside,2019,Female,19.27,13.19,6.59,17.44,1.83,26.3,18.0,9.0,23.8,2.5,136487,Juvenile
Sacramento,2019,Female,11.13,8.66,1.24,0.0,11.13,9.0,7.0,1.0,0.0,9.0,80850,Juvenile
San Benito,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340,Juvenile
San Bernard,2019,Female,13.96,9.31,4.65,7.75,6.2,18.0,12.0,6.0,10.0,8.0,128957,Juvenile
San Diego,2019,Female,25.63,19.22,9.9,11.65,13.98,44.0,33.0,17.0,20.0,24.0,171691,Juvenile
San Francis,2019,Female,36.04,36.04,12.01,24.02,12.01,9.0,9.0,3.0,6.0,3.0,24974,Juvenile
San Joaquin,2019,Female,17.56,15.37,0.0,0.0,17.56,8.0,7.0,0.0,0.0,8.0,45547,Juvenile
San Luis Ob,2019,Female,49.51,8.39,41.96,13.43,36.09,5.9,1.0,5.0,1.6,4.3,11916,Juvenile
San Mateo,2019,Female,30.97,19.71,11.26,25.34,5.63,11.0,7.0,4.0,9.0,2.0,35518,Juvenile
Santa Barba,2019,Female,22.13,22.13,0.0,8.85,13.28,5.0,5.0,0.0,2.0,3.0,22596,Juvenile
Santa Clara,2019,Female,19.16,11.09,5.04,12.1,7.06,19.0,11.0,5.0,12.0,7.0,99177,Juvenile
Santa Cruz,2019,Female,7.37,0.0,7.37,4.42,2.95,1.0,0.0,1.0,0.6,0.4,13564,Juvenile
Shasta,2019,Female,58.96,35.38,23.58,47.17,11.79,5.0,3.0,2.0,4.0,1.0,8480,Juvenile
Sierra,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,Juvenile
Siskiyou,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884,Juvenile
Solano,2019,Female,17.86,4.46,13.39,5.89,11.97,4.0,1.0,3.0,1.32,2.68,22397,Juvenile
Sonoma,2019,Female,27.97,9.02,18.05,9.93,18.05,6.2,2.0,4.0,2.2,4.0,22166,Juvenile
Stanislaus,2019,Female,18.57,12.38,6.19,3.09,15.47,6.0,4.0,2.0,1.0,5.0,32315,Juvenile
Sutter,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5831,Juvenile
Tehama,2019,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3431,Juvenile
Trinity,2019,Female,53.08,0.0,0.0,53.08,0.0,0.25,0.0,0.0,0.25,0.0,471,Juvenile
Tulare,2019,Female,28.87,12.51,12.51,19.58,9.29,9.23,4.0,4.0,6.26,2.97,31968,Juvenile
Tuolumne,2019,Female,157.89,105.26,52.63,105.26,52.63,3.0,2.0,1.0,2.0,1.0,1900,Juvenile
Ventura,2019,Female,32.63,18.13,11.33,15.18,17.45,14.4,8.0,5.0,6.7,7.7,44134,Juvenile
Yolo,2019,Female,17.88,16.25,0.0,0.0,17.88,2.2,2.0,0.0,0.0,2.2,12307,Juvenile
Yuba,2019,Female,40.62,0.0,22.08,21.41,19.21,1.84,0.0,1.0,0.97,0.87,4530,Juvenile
Alameda,2020,Female,10.47,7.85,1.31,4.73,5.75,8.0,6.0,1.0,3.61,4.39,76395,Juvenile
Alpine,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Juvenile
Amador,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215,Juvenile
Butte,2020,Female,30.79,30.79,0.0,10.26,20.53,3.0,3.0,0.0,1.0,2.0,9742,Juvenile
Calaveras,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594,Juvenile
Colusa,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280,Juvenile
Contra Cost,2020,Female,3.53,1.76,1.76,3.53,0.0,2.0,1.0,1.0,2.0,0.0,56684,Juvenile
Del Norte,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226,Juvenile
El Dorado,2020,Female,8.89,11.11,0.0,0.0,8.89,0.8,1.0,0.0,0.0,0.8,8997,Juvenile
Fresno,2020,Female,17.89,11.38,4.88,13.01,4.88,11.0,7.0,3.0,8.0,3.0,61487,Juvenile
Glenn,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673,Juvenile
Humboldt,2020,Female,18.06,15.98,0.0,0.0,18.06,1.13,1.0,0.0,0.0,1.13,6256,Juvenile
Imperial,2020,Female,4.72,0.0,9.08,2.36,2.36,0.52,0.0,1.0,0.26,0.26,11012,Juvenile
Inyo,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829,Juvenile
Kern,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55932,Juvenile
Kings,2020,Female,18.52,18.52,0.0,9.26,9.26,2.0,2.0,0.0,1.0,1.0,10797,Juvenile
Lake,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885,Juvenile
Lassen,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011,Juvenile
Los Angeles,2020,Female,13.36,10.12,4.66,8.1,5.26,66.0,50.0,23.0,40.0,26.0,493989,Juvenile
Madera,2020,Female,32.35,21.56,10.78,21.56,10.78,3.0,2.0,1.0,2.0,1.0,9275,Juvenile
Marin,2020,Female,11.01,0.0,0.0,6.29,4.72,1.4,0.0,0.0,0.8,0.6,12716,Juvenile
Mariposa,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,Juvenile
Mendocino,2020,Female,42.24,24.84,49.69,12.42,29.81,1.7,1.0,2.0,0.5,1.2,4025,Juvenile
Merced,2020,Female,5.49,10.98,0.0,5.49,0.0,1.0,2.0,0.0,1.0,0.0,18215,Juvenile
Modoc,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,Juvenile
Mono,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,Juvenile
Monterey,2020,Female,12.13,4.04,8.09,4.04,8.09,3.0,1.0,2.0,1.0,2.0,24725,Juvenile
Napa,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6673,Juvenile
Nevada,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539,Juvenile
Orange,2020,Female,13.11,8.74,3.74,10.61,2.5,21.0,14.0,6.0,17.0,4.0,160218,Juvenile
Placer,2020,Female,15.09,5.63,5.63,9.8,5.29,2.68,1.0,1.0,1.74,0.94,17756,Juvenile
Plumas,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716,Juvenile
Riverside,2020,Female,12.81,9.57,3.68,11.41,1.4,17.4,13.0,5.0,15.5,1.9,135837,Juvenile
Sacramento,2020,Female,7.41,6.17,2.47,0.0,7.41,6.0,5.0,2.0,0.0,6.0,81025,Juvenile
San Benito,2020,Female,3.93,0.0,0.0,3.93,0.0,0.13,0.0,0.0,0.13,0.0,3307,Juvenile
San Bernard,2020,Female,5.42,3.1,2.32,1.55,3.87,7.0,4.0,3.0,2.0,5.0,129168,Juvenile
San Diego,2020,Female,9.75,8.03,1.15,4.59,5.16,17.0,14.0,2.0,8.0,9.0,174392,Juvenile
San Francis,2020,Female,3.89,7.78,0.0,0.0,3.89,1.0,2.0,0.0,0.0,1.0,25694,Juvenile
San Joaquin,2020,Female,6.56,6.56,0.0,2.19,4.37,3.0,3.0,0.0,1.0,2.0,45762,Juvenile
San Luis Ob,2020,Female,36.13,16.92,0.0,25.98,10.15,4.27,2.0,0.0,3.07,1.2,11817,Juvenile
San Mateo,2020,Female,22.5,8.44,8.44,19.69,2.81,8.0,3.0,3.0,7.0,1.0,35549,Juvenile
Santa Barba,2020,Female,35.23,30.82,0.0,13.21,22.02,8.0,7.0,0.0,3.0,5.0,22710,Juvenile
Santa Clara,2020,Female,3.03,2.02,0.0,1.01,2.02,3.0,2.0,0.0,1.0,2.0,98981,Juvenile
Santa Cruz,2020,Female,11.06,0.0,7.37,3.69,7.37,1.5,0.0,1.0,0.5,1.0,13562,Juvenile
Shasta,2020,Female,35.35,23.57,11.78,23.57,11.78,3.0,2.0,1.0,2.0,1.0,8487,Juvenile
Sierra,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,Juvenile
Siskiyou,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852,Juvenile
Solano,2020,Female,9.05,0.0,9.05,9.05,0.0,2.0,0.0,2.0,2.0,0.0,22108,Juvenile
Sonoma,2020,Female,3.7,4.62,0.0,0.46,3.23,0.8,1.0,0.0,0.1,0.7,21646,Juvenile
Stanislaus,2020,Female,21.78,21.78,3.11,6.22,15.56,7.0,7.0,1.0,2.0,5.0,32134,Juvenile
Sutter,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5649,Juvenile
Tehama,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3472,Juvenile
Trinity,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,Juvenile
Tulare,2020,Female,16.41,15.51,0.0,8.72,7.69,5.29,5.0,0.0,2.81,2.48,32243,Juvenile
Tuolumne,2020,Female,53.16,0.0,53.16,53.16,0.0,1.0,0.0,1.0,1.0,0.0,1881,Juvenile
Ventura,2020,Female,38.36,22.97,13.78,23.89,14.47,16.7,10.0,6.0,10.4,6.3,43539,Juvenile
Yolo,2020,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12492,Juvenile
Yuba,2020,Female,69.0,43.67,21.83,50.0,19.0,3.16,2.0,1.0,2.29,0.87,4580,Juvenile
Alameda,2021,Female,7.13,5.26,0.0,7.13,0.0,5.42,4.0,0.0,5.42,0.0,75986,Juvenile
Alpine,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Juvenile
Amador,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176,Juvenile
Butte,2021,Female,0.0,9.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10618,Juvenile
Calaveras,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543,Juvenile
Colusa,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323,Juvenile
Contra Cost,2021,Female,3.56,1.78,1.78,1.78,1.78,2.0,1.0,1.0,1.0,1.0,56112,Juvenile
Del Norte,2021,Female,87.45,0.0,80.97,77.73,9.72,1.08,0.0,1.0,0.96,0.12,1235,Juvenile
El Dorado,2021,Female,2.34,0.0,0.0,0.0,2.34,0.2,0.0,0.0,0.0,0.2,8550,Juvenile
Fresno,2021,Female,14.65,13.03,3.26,11.4,3.26,9.0,8.0,2.0,7.0,2.0,61414,Juvenile
Glenn,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648,Juvenile
Humboldt,2021,Female,10.21,0.0,15.7,0.0,10.21,0.65,0.0,1.0,0.0,0.65,6369,Juvenile
Imperial,2021,Female,24.24,0.0,17.7,17.96,6.28,2.74,0.0,2.0,2.03,0.71,11302,Juvenile
Inyo,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,Juvenile
Kern,2021,Female,36.74,26.75,14.27,25.51,11.24,20.6,15.0,8.0,14.3,6.3,56065,Juvenile
Kings,2021,Female,27.22,27.22,9.07,18.15,9.07,3.0,3.0,1.0,2.0,1.0,11021,Juvenile
Lake,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866,Juvenile
Lassen,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063,Juvenile
Los Angeles,2021,Female,6.25,3.63,3.23,3.63,2.62,31.0,18.0,16.0,18.0,13.0,496098,Juvenile
Madera,2021,Female,42.86,0.0,42.86,21.43,21.43,4.0,0.0,4.0,2.0,2.0,9332,Juvenile
Marin,2021,Female,4.87,0.0,0.0,4.87,0.0,0.6,0.0,0.0,0.6,0.0,12330,Juvenile
Mariposa,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601,Juvenile
Mendocino,2021,Female,54.51,0.0,0.0,24.78,29.73,2.2,0.0,0.0,1.0,1.2,4036,Juvenile
Merced,2021,Female,13.92,11.05,0.0,8.4,5.52,2.52,2.0,0.0,1.52,1.0,18104,Juvenile
Modoc,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,Juvenile
Mono,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656,Juvenile
Monterey,2021,Female,11.9,7.94,7.94,3.97,7.94,3.0,2.0,2.0,1.0,2.0,25202,Juvenile
Napa,2021,Female,15.37,15.37,0.0,0.0,15.37,1.0,1.0,0.0,0.0,1.0,6505,Juvenile
Nevada,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3485,Juvenile
Orange,2021,Female,10.0,5.62,4.37,6.87,3.12,16.0,9.0,7.0,11.0,5.0,160001,Juvenile
Placer,2021,Female,33.67,11.73,5.87,10.03,23.64,5.74,2.0,1.0,1.71,4.03,17046,Juvenile
Plumas,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735,Juvenile
Riverside,2021,Female,7.66,6.63,1.47,7.0,0.66,10.4,9.0,2.0,9.5,0.9,135767,Juvenile
Sacramento,2021,Female,22.36,7.45,12.42,0.0,22.36,18.0,6.0,10.0,0.0,18.0,80489,Juvenile
San Benito,2021,Female,0.94,0.0,0.0,0.0,0.94,0.03,0.0,0.0,0.0,0.03,3196,Juvenile
San Bernard,2021,Female,4.61,3.08,0.77,1.54,3.08,6.0,4.0,1.0,2.0,4.0,130062,Juvenile
San Diego,2021,Female,6.22,6.78,1.13,2.83,3.39,11.0,12.0,2.0,5.0,6.0,176968,Juvenile
San Francis,2021,Female,3.77,3.77,0.0,0.0,3.77,1.0,1.0,0.0,0.0,1.0,26555,Juvenile
