County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
San Diego,2021,Male,69.68,70.74,0.53,45.4,24.28,132.0,134.0,1.0,86.0,46.0,189427,Juvenile
San Francis,2021,Male,50.9,43.63,3.64,21.82,29.09,14.0,12.0,1.0,6.0,8.0,27504,Juvenile
San Joaquin,2021,Male,84.81,72.4,4.14,28.96,55.85,41.0,35.0,2.0,14.0,27.0,48341,Juvenile
San Luis Ob,2021,Male,72.05,38.95,15.58,58.81,13.24,9.25,5.0,2.0,7.55,1.7,12838,Juvenile
San Mateo,2021,Male,48.23,45.55,2.68,5.36,42.87,18.0,17.0,1.0,2.0,16.0,37318,Juvenile
Santa Barba,2021,Male,92.56,92.56,0.0,46.28,46.28,22.0,22.0,0.0,11.0,11.0,23769,Juvenile
Santa Clara,2021,Male,58.32,46.85,8.6,26.77,31.55,61.0,49.0,9.0,28.0,33.0,104597,Juvenile
Santa Cruz,2021,Male,75.09,61.44,13.65,13.65,61.44,11.0,9.0,2.0,2.0,9.0,14649,Juvenile
Shasta,2021,Male,216.79,126.85,69.19,129.73,87.06,18.8,11.0,6.0,11.25,7.55,8672,Juvenile
Sierra,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,Juvenile
Siskiyou,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,Juvenile
Solano,2021,Male,93.83,85.67,8.16,85.67,8.16,23.0,21.0,2.0,21.0,2.0,24512,Juvenile
Sonoma,2021,Male,93.82,70.81,22.13,30.09,63.73,21.2,16.0,5.0,6.8,14.4,22597,Juvenile
Stanislaus,2021,Male,105.54,85.02,5.86,38.11,67.43,36.0,29.0,2.0,13.0,23.0,34110,Juvenile
Sutter,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5795,Juvenile
Tehama,2021,Male,39.45,28.18,0.0,28.18,11.27,1.4,1.0,0.0,1.0,0.4,3549,Juvenile
Trinity,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574,Juvenile
Tulare,2021,Male,121.05,103.23,17.7,74.8,46.25,41.04,35.0,6.0,25.36,15.68,33904,Juvenile
Tuolumne,2021,Male,692.27,707.43,0.0,420.41,271.85,13.7,14.0,0.0,8.32,5.38,1979,Juvenile
Ventura,2021,Male,107.68,78.79,35.02,65.88,41.8,49.2,36.0,16.0,30.1,19.1,45689,Juvenile
Yolo,2021,Male,15.78,31.55,7.89,0.0,15.78,2.0,4.0,1.0,0.0,2.0,12677,Juvenile
Yuba,2021,Male,278.72,284.61,40.66,199.43,79.28,13.71,14.0,2.0,9.81,3.9,4919,Juvenile
Alameda,2022,Male,88.31,79.93,2.5,82.63,5.68,70.71,64.0,2.0,66.16,4.55,80072,Juvenile
Alpine,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Juvenile
Amador,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407,Juvenile
Butte,2022,Male,137.0,137.0,0.0,73.07,63.93,15.0,15.0,0.0,8.0,7.0,10949,Juvenile
Calaveras,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732,Juvenile
Colusa,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529,Juvenile
Contra Cost,2022,Male,100.21,95.03,1.73,67.39,32.83,58.0,55.0,1.0,39.0,19.0,57876,Juvenile
Del Norte,2022,Male,196.15,76.92,153.85,69.23,126.92,2.55,1.0,2.0,0.9,1.65,1300,Juvenile
El Dorado,2022,Male,86.61,61.86,10.31,32.99,53.61,8.4,6.0,1.0,3.2,5.2,9699,Juvenile
Fresno,2022,Male,133.22,120.97,3.06,61.25,71.97,87.0,79.0,2.0,40.0,47.0,65305,Juvenile
Glenn,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829,Juvenile
Humboldt,2022,Male,14.98,14.98,0.0,0.0,14.98,1.0,1.0,0.0,0.0,1.0,6674,Juvenile
Imperial,2022,Male,84.57,66.13,24.8,45.88,38.69,10.23,8.0,3.0,5.55,4.68,12097,Juvenile
Inyo,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948,Juvenile
Kern,2022,Male,244.97,213.76,23.75,140.81,104.16,144.4,126.0,14.0,83.0,61.4,58945,Juvenile
Kings,2022,Male,192.15,200.5,0.0,108.6,83.54,23.0,24.0,0.0,13.0,10.0,11970,Juvenile
Lake,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209,Juvenile
Lassen,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237,Juvenile
Los Angeles,2022,Male,83.71,74.88,9.6,44.16,39.55,436.0,390.0,50.0,230.0,206.0,520858,Juvenile
Madera,2022,Male,230.13,146.44,83.68,156.9,73.22,22.0,14.0,8.0,15.0,7.0,9560,Juvenile
Marin,2022,Male,87.48,79.52,15.9,15.9,71.57,11.0,10.0,2.0,2.0,9.0,12575,Juvenile
Mariposa,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613,Juvenile
Mendocino,2022,Male,164.12,110.89,22.18,24.4,139.72,7.4,5.0,1.0,1.1,6.3,4509,Juvenile
Merced,2022,Male,172.91,113.92,41.43,144.17,28.74,33.39,22.0,8.0,27.84,5.55,19311,Juvenile
Modoc,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,Juvenile
Mono,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,Juvenile
Monterey,2022,Male,195.4,195.4,7.37,92.17,103.23,53.0,53.0,2.0,25.0,28.0,27124,Juvenile
Napa,2022,Male,116.58,87.44,43.72,29.15,87.44,8.0,6.0,3.0,2.0,6.0,6862,Juvenile
Nevada,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3663,Juvenile
Orange,2022,Male,89.85,83.94,12.41,52.02,37.83,152.0,142.0,21.0,88.0,64.0,169178,Juvenile
Placer,2022,Male,67.25,61.65,11.21,50.44,16.81,12.0,11.0,2.0,9.0,3.0,17843,Juvenile
Plumas,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,Juvenile
Riverside,2022,Male,85.86,89.38,2.11,71.08,14.78,122.0,127.0,3.0,101.0,21.0,142095,Juvenile
Sacramento,2022,Male,177.01,127.45,47.2,55.46,121.55,150.0,108.0,40.0,47.0,103.0,84742,Juvenile
San Benito,2022,Male,115.85,31.57,63.13,0.0,115.85,3.67,1.0,2.0,0.0,3.67,3168,Juvenile
San Bernard,2022,Male,99.15,95.53,4.34,49.21,49.94,137.0,132.0,6.0,68.0,69.0,138170,Juvenile
San Diego,2022,Male,66.07,65.55,2.6,26.53,39.54,127.0,126.0,5.0,51.0,76.0,192217,Juvenile
San Francis,2022,Male,79.26,59.52,10.5,62.11,17.16,22.64,17.0,3.0,17.74,4.9,28563,Juvenile
San Joaquin,2022,Male,156.78,152.65,4.13,59.82,96.96,76.0,74.0,2.0,29.0,47.0,48476,Juvenile
San Luis Ob,2022,Male,86.45,63.04,15.76,39.4,47.04,10.97,8.0,2.0,5.0,5.97,12690,Juvenile
San Mateo,2022,Male,48.24,66.99,0.0,5.36,42.88,18.0,25.0,0.0,2.0,16.0,37317,Juvenile
Santa Barba,2022,Male,140.24,120.75,16.66,79.66,60.58,33.68,29.0,4.0,19.13,14.55,24016,Juvenile
Santa Clara,2022,Male,99.01,83.63,15.38,51.91,47.1,103.0,87.0,16.0,54.0,49.0,104029,Juvenile
Santa Cruz,2022,Male,86.07,47.44,40.66,8.13,77.94,12.7,7.0,6.0,1.2,11.5,14755,Juvenile
Shasta,2022,Male,300.97,159.73,136.91,235.14,65.83,26.38,14.0,12.0,20.61,5.77,8765,Juvenile
Sierra,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,Juvenile
Siskiyou,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,Juvenile
Solano,2022,Male,93.49,117.88,8.13,48.78,44.71,23.0,29.0,2.0,12.0,11.0,24601,Juvenile
Sonoma,2022,Male,125.24,95.29,18.15,79.86,45.38,27.6,21.0,4.0,17.6,10.0,22038,Juvenile
Stanislaus,2022,Male,116.84,99.32,23.37,46.74,70.11,40.0,34.0,8.0,16.0,24.0,34234,Juvenile
Sutter,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5673,Juvenile
Tehama,2022,Male,77.01,114.09,0.0,17.11,59.9,2.7,4.0,0.0,0.6,2.1,3506,Juvenile
Trinity,2022,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558,Juvenile
Tulare,2022,Male,172.0,136.04,11.83,87.39,84.61,58.16,46.0,4.0,29.55,28.61,33814,Juvenile
Tuolumne,2022,Male,533.99,622.73,51.89,272.96,261.03,10.29,12.0,1.0,5.26,5.03,1927,Juvenile
Ventura,2022,Male,164.16,159.3,4.42,114.83,49.34,74.2,72.0,2.0,51.9,22.3,45199,Juvenile
Yolo,2022,Male,15.53,38.83,0.0,0.0,15.53,2.0,5.0,0.0,0.0,2.0,12875,Juvenile
Yuba,2022,Male,363.28,327.47,61.4,267.5,95.78,17.75,16.0,3.0,13.07,4.68,4886,Juvenile
Alameda,2023,Male,60.07,63.82,0.0,57.44,2.63,48.0,51.0,0.0,45.9,2.1,79911,Juvenile
Alpine,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Juvenile
Amador,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403,Juvenile
Butte,2023,Male,201.95,192.77,9.18,165.23,36.72,22.0,21.0,1.0,18.0,4.0,10894,Juvenile
Calaveras,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689,Juvenile
Colusa,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498,Juvenile
Contra Cost,2023,Male,89.66,86.14,3.52,59.77,29.89,51.0,49.0,2.0,34.0,17.0,56882,Juvenile
Del Norte,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336,Juvenile
El Dorado,2023,Male,91.19,74.22,0.0,65.74,25.45,8.6,7.0,0.0,6.2,2.4,9431,Juvenile
Fresno,2023,Male,114.25,89.88,7.62,82.26,31.99,75.0,59.0,5.0,54.0,21.0,65643,Juvenile
Glenn,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796,Juvenile
Humboldt,2023,Male,139.58,134.79,29.95,44.93,94.65,9.32,9.0,2.0,3.0,6.32,6677,Juvenile
Imperial,2023,Male,85.26,73.15,16.25,57.7,27.55,10.49,9.0,2.0,7.1,3.39,12304,Juvenile
Inyo,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942,Juvenile
Kern,2023,Male,243.43,211.46,30.45,191.5,51.93,143.9,125.0,18.0,113.2,30.7,59113,Juvenile
Kings,2023,Male,191.09,182.78,8.31,99.7,91.39,23.0,22.0,1.0,12.0,11.0,12036,Juvenile
Lake,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3213,Juvenile
Lassen,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231,Juvenile
Los Angeles,2023,Male,89.84,88.11,9.79,45.88,43.96,468.0,459.0,51.0,239.0,229.0,520920,Juvenile
Madera,2023,Male,241.8,147.18,94.62,147.18,94.62,23.0,14.0,9.0,14.0,9.0,9512,Juvenile
Marin,2023,Male,40.09,16.57,8.28,40.09,0.0,4.84,2.0,1.0,4.84,0.0,12073,Juvenile
Mariposa,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602,Juvenile
Mendocino,2023,Male,309.8,199.16,110.64,154.9,154.9,14.0,9.0,5.0,7.0,7.0,4519,Juvenile
Merced,2023,Male,128.25,83.38,41.69,92.45,35.8,24.61,16.0,8.0,17.74,6.87,19189,Juvenile
Modoc,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,Juvenile
Mono,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,Juvenile
Monterey,2023,Male,233.24,207.32,18.51,114.77,118.47,63.0,56.0,5.0,31.0,32.0,27011,Juvenile
Napa,2023,Male,164.23,89.58,59.72,74.65,89.58,11.0,6.0,4.0,5.0,6.0,6698,Juvenile
Nevada,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655,Juvenile
Orange,2023,Male,103.38,89.71,13.66,52.88,50.5,174.0,151.0,23.0,89.0,85.0,168316,Juvenile
Placer,2023,Male,77.46,74.59,5.74,52.79,24.67,13.5,13.0,1.0,9.2,4.3,17428,Juvenile
Plumas,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731,Juvenile
Riverside,2023,Male,108.81,86.03,20.45,83.7,25.1,154.3,122.0,29.0,118.7,35.6,141808,Juvenile
Sacramento,2023,Male,186.07,114.96,68.74,65.18,120.89,157.0,97.0,58.0,55.0,102.0,84376,Juvenile
San Benito,2023,Male,117.83,95.54,31.85,0.0,117.83,3.7,3.0,1.0,0.0,3.7,3140,Juvenile
San Bernard,2023,Male,112.19,103.51,5.07,64.42,47.77,155.0,143.0,7.0,89.0,66.0,138157,Juvenile
San Diego,2023,Male,117.56,118.58,4.11,70.84,46.71,229.0,231.0,8.0,138.0,91.0,194801,Juvenile
San Francis,2023,Male,107.19,97.45,10.08,34.04,73.15,31.9,29.0,3.0,10.13,21.77,29760,Juvenile
San Joaquin,2023,Male,146.83,41.36,10.34,84.79,62.04,71.0,20.0,5.0,41.0,30.0,48354,Juvenile
San Luis Ob,2023,Male,120.05,110.36,7.88,104.52,15.53,15.23,14.0,1.0,13.26,1.97,12686,Juvenile
San Mateo,2023,Male,78.2,62.02,5.39,24.27,53.93,29.0,23.0,2.0,9.0,20.0,37086,Juvenile
Santa Barba,2023,Male,157.53,128.61,20.74,91.81,65.72,37.97,31.0,5.0,22.13,15.84,24104,Juvenile
Santa Clara,2023,Male,94.34,85.68,2.89,63.54,30.81,98.0,89.0,3.0,66.0,32.0,103875,Juvenile
Santa Cruz,2023,Male,56.81,60.16,0.0,0.0,56.81,8.5,9.0,0.0,0.0,8.5,14961,Juvenile
Shasta,2023,Male,312.9,281.69,33.8,227.15,85.75,27.77,25.0,3.0,20.16,7.61,8875,Juvenile
Sierra,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,Juvenile
Siskiyou,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,Juvenile
Solano,2023,Male,130.02,121.9,8.13,65.01,65.01,32.0,30.0,2.0,16.0,16.0,24611,Juvenile
Sonoma,2023,Male,221.12,180.41,27.76,119.81,101.31,47.8,39.0,6.0,25.9,21.9,21617,Juvenile
Stanislaus,2023,Male,169.49,140.27,26.3,96.43,73.06,58.0,48.0,9.0,33.0,25.0,34220,Juvenile
Sutter,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490,Juvenile
Tehama,2023,Male,252.2,175.95,29.33,175.95,76.25,8.6,6.0,1.0,6.0,2.6,3410,Juvenile
Trinity,2023,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545,Juvenile
Tulare,2023,Male,214.06,196.22,17.84,132.45,81.61,72.0,66.0,6.0,44.55,27.45,33635,Juvenile
Tuolumne,2023,Male,593.04,527.15,0.0,304.16,288.88,11.25,10.0,0.0,5.77,5.48,1897,Juvenile
Ventura,2023,Male,143.15,140.91,22.37,84.55,58.6,64.0,63.0,10.0,37.8,26.2,44709,Juvenile
Yolo,2023,Male,22.97,53.6,0.0,7.66,15.31,3.0,7.0,0.0,1.0,2.0,13060,Juvenile
Yuba,2023,Male,606.38,596.71,0.0,532.72,73.66,29.47,29.0,0.0,25.89,3.58,4860,Juvenile
Alameda,2024,Male,16.35,0.0,0.0,16.35,0.0,13.0,0.0,0.0,13.0,0.0,79522,Juvenile
Alpine,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Juvenile
Amador,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385,Juvenile
Butte,2024,Male,146.55,137.39,9.16,100.75,45.8,16.0,15.0,1.0,11.0,5.0,10918,Juvenile
Calaveras,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665,Juvenile
Colusa,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454,Juvenile
Contra Cost,2024,Male,110.32,90.75,19.57,74.73,35.59,62.0,51.0,11.0,42.0,20.0,56201,Juvenile
Del Norte,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304,Juvenile
El Dorado,2024,Male,108.25,54.12,43.3,54.12,54.12,10.0,5.0,4.0,5.0,5.0,9238,Juvenile
Fresno,2024,Male,98.58,83.42,3.03,74.32,24.27,65.0,55.0,2.0,49.0,16.0,65933,Juvenile
Glenn,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760,Juvenile
Humboldt,2024,Male,88.7,90.66,0.0,30.22,58.48,5.87,6.0,0.0,2.0,3.87,6618,Juvenile
Imperial,2024,Male,79.38,79.38,23.81,55.56,23.81,10.0,10.0,3.0,7.0,3.0,12598,Juvenile
Inyo,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940,Juvenile
Kern,2024,Male,237.52,204.99,30.5,163.49,74.04,140.2,121.0,18.0,96.5,43.7,59026,Juvenile
Kings,2024,Male,190.44,165.6,8.28,41.4,149.04,23.0,20.0,1.0,5.0,18.0,12077,Juvenile
Lake,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198,Juvenile
Lassen,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225,Juvenile
Los Angeles,2024,Male,90.72,84.19,9.23,54.4,36.33,472.0,438.0,48.0,283.0,189.0,520261,Juvenile
Madera,2024,Male,297.68,255.16,42.53,85.05,212.63,28.0,24.0,4.0,8.0,20.0,9406,Juvenile
Marin,2024,Male,25.47,25.47,16.98,8.49,16.98,3.0,3.0,2.0,1.0,2.0,11780,Juvenile
Mariposa,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631,Juvenile
Mendocino,2024,Male,178.37,178.37,0.0,22.3,156.08,8.0,8.0,0.0,1.0,7.0,4485,Juvenile
Merced,2024,Male,82.87,68.18,20.98,50.4,32.46,15.8,13.0,4.0,9.61,6.19,19067,Juvenile
Modoc,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,Juvenile
Mono,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636,Juvenile
Monterey,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26914,Juvenile
Napa,2024,Male,305.9,290.61,45.89,183.54,122.36,20.0,19.0,3.0,12.0,8.0,6538,Juvenile
Nevada,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638,Juvenile
Orange,2024,Male,94.25,85.25,8.94,42.86,51.39,158.1,143.0,15.0,71.9,86.2,167746,Juvenile
Placer,2024,Male,71.53,64.49,11.73,53.35,18.18,12.2,11.0,2.0,9.1,3.1,17056,Juvenile
Plumas,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730,Juvenile
Riverside,2024,Male,103.86,87.08,15.58,84.89,18.97,146.7,123.0,22.0,119.9,26.8,141249,Juvenile
Sacramento,2024,Male,148.88,90.52,58.36,73.84,75.04,125.0,76.0,49.0,62.0,63.0,83960,Juvenile
San Benito,2024,Male,156.27,97.47,64.98,54.58,101.69,4.81,3.0,2.0,1.68,3.13,3078,Juvenile
San Bernard,2024,Male,112.2,97.73,5.07,62.26,49.95,155.0,135.0,7.0,86.0,69.0,138141,Juvenile
San Diego,2024,Male,119.76,112.15,0.51,86.78,32.98,236.0,221.0,1.0,171.0,65.0,197061,Juvenile
San Francis,2024,Male,134.99,113.01,51.66,44.69,90.31,41.81,35.0,16.0,13.84,27.97,30972,Juvenile
San Joaquin,2024,Male,120.94,106.34,14.6,60.47,60.47,58.0,51.0,7.0,29.0,29.0,47959,Juvenile
San Luis Ob,2024,Male,105.53,111.08,15.87,58.72,46.81,13.3,14.0,2.0,7.4,5.9,12603,Juvenile
San Mateo,2024,Male,56.68,64.78,0.0,16.2,40.49,21.0,24.0,0.0,6.0,15.0,37047,Juvenile
Santa Barba,2024,Male,176.25,140.11,24.72,114.97,61.28,42.77,34.0,6.0,27.9,14.87,24267,Juvenile
Santa Clara,2024,Male,76.68,76.68,4.85,46.59,30.09,79.0,79.0,5.0,48.0,31.0,103023,Juvenile
Santa Cruz,2024,Male,69.63,60.26,20.09,10.04,59.59,10.4,9.0,3.0,1.5,8.9,14936,Juvenile
Shasta,2024,Male,255.74,225.23,22.52,159.12,96.62,22.71,20.0,2.0,14.13,8.58,8880,Juvenile
Sierra,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,Juvenile
Siskiyou,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966,Juvenile
Solano,2024,Male,105.14,105.14,0.0,76.83,28.31,26.0,26.0,0.0,19.0,7.0,24729,Juvenile
Sonoma,2024,Male,198.18,156.46,47.41,151.24,46.94,41.8,33.0,10.0,31.9,9.9,21092,Juvenile
Stanislaus,2024,Male,178.74,172.88,11.72,76.19,102.56,61.0,59.0,4.0,26.0,35.0,34127,Juvenile
Sutter,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5461,Juvenile
Tehama,2024,Male,484.01,176.0,29.33,134.94,349.08,16.5,6.0,1.0,4.6,11.9,3409,Juvenile
Trinity,2024,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539,Juvenile
Tulare,2024,Male,202.51,188.79,17.98,132.63,69.88,67.58,63.0,6.0,44.26,23.32,33371,Juvenile
Tuolumne,2024,Male,669.91,541.13,216.45,434.52,235.39,12.38,10.0,4.0,8.03,4.35,1848,Juvenile
Ventura,2024,Male,90.9,88.41,4.53,37.18,53.72,40.1,39.0,2.0,16.4,23.7,44114,Juvenile
Yolo,2024,Male,91.18,121.57,0.0,30.39,60.79,12.0,16.0,0.0,4.0,8.0,13161,Juvenile
Yuba,2024,Male,557.53,557.74,61.97,415.0,142.53,26.99,27.0,3.0,20.09,6.9,4841,Juvenile
