Index,County,Year,Sex,Sentencing status,Offense_Category,Jail_ADP
0,Alameda,2017,Female,Unsentenced,Felony,166
1,Alpine,2017,Female,Unsentenced,Felony,0
2,Amador,2017,Female,Unsentenced,Felony,7
3,Butte,2017,Female,Unsentenced,Felony,41
4,Calaveras,2017,Female,Unsentenced,Felony,6
5,Colusa,2017,Female,Unsentenced,Felony,4
6,Contra Costa,2017,Female,Unsentenced,Felony,110
7,Del Norte,2017,Female,Unsentenced,Felony,4
8,El Dorado,2017,Female,Unsentenced,Felony,28
9,Fresno,2017,Female,Unsentenced,Felony,201
10,Glenn,2017,Female,Unsentenced,Felony,8
11,Humboldt,2017,Female,Unsentenced,Felony,34
12,Imperial,2017,Female,Unsentenced,Felony,27
13,Inyo,2017,Female,Unsentenced,Felony,5
14,Kern,2017,Female,Unsentenced,Felony,152
15,Kings,2017,Female,Unsentenced,Felony,47
16,Lake,2017,Female,Unsentenced,Felony,18
17,Lassen,2017,Female,Unsentenced,Felony,7
18,Los Angeles,2017,Female,Unsentenced,Felony,1192
19,Madera,2017,Female,Unsentenced,Felony,44
20,Marin,2017,Female,Unsentenced,Felony,35
21,Mariposa,2017,Female,Unsentenced,Felony,4
22,Mendocino,2017,Female,Unsentenced,Felony,6
23,Merced,2017,Female,Unsentenced,Felony,74
24,Modoc,2017,Female,Unsentenced,Felony,4
25,Mono,2017,Female,Unsentenced,Felony,2
26,Monterey,2017,Female,Unsentenced,Felony,49
27,Napa,2017,Female,Unsentenced,Felony,20
28,Nevada,2017,Female,Unsentenced,Felony,26
29,Orange,2017,Female,Unsentenced,Felony,260
30,Placer,2017,Female,Unsentenced,Felony,25
31,Plumas,2017,Female,Unsentenced,Felony,6
32,Riverside,2017,Female,Unsentenced,Felony,257
33,Sacramento,2017,Female,Unsentenced,Felony,148
34,San Benito,2017,Female,Unsentenced,Felony,9
35,San Bernardino,2017,Female,Unsentenced,Felony,425
36,San Diego,2017,Female,Unsentenced,Felony,367
37,San Francisco,2017,Female,Unsentenced,Felony,1
38,San Joaquin,2017,Female,Unsentenced,Felony,81
39,San Luis Obispo,2017,Female,Unsentenced,Felony,70
40,San Mateo,2017,Female,Unsentenced,Felony,38
41,Santa Barbara,2017,Female,Unsentenced,Felony,0
42,Santa Clara,2017,Female,Unsentenced,Felony,76
43,Santa Cruz,2017,Female,Unsentenced,Felony,81
44,Shasta,2017,Female,Unsentenced,Felony,24
45,Sierra,2017,Female,Unsentenced,Felony,0
46,Siskiyou,2017,Female,Unsentenced,Felony,12
47,Solano,2017,Female,Unsentenced,Felony,74
48,Sonoma,2017,Female,Unsentenced,Felony,70
49,Stanislaus,2017,Female,Unsentenced,Felony,83
50,Sutter,2017,Female,Unsentenced,Felony,6
51,Tehama,2017,Female,Unsentenced,Felony,0
52,Trinity,2017,Female,Unsentenced,Felony,0
53,Tulare,2017,Female,Unsentenced,Felony,104
54,Tuolumne,2017,Female,Unsentenced,Felony,24
55,Ventura,2017,Female,Unsentenced,Felony,106
56,Yolo,2017,Female,Unsentenced,Felony,25
57,Yuba,2017,Female,Unsentenced,Felony,28
58,Alameda,2018,Female,Unsentenced,Felony,171
59,Alpine,2018,Female,Unsentenced,Felony,0
60,Amador,2018,Female,Unsentenced,Felony,9
61,Butte,2018,Female,Unsentenced,Felony,51
62,Calaveras,2018,Female,Unsentenced,Felony,6
63,Colusa,2018,Female,Unsentenced,Felony,3
64,Contra Costa,2018,Female,Unsentenced,Felony,124
65,Del Norte,2018,Female,Unsentenced,Felony,6
66,El Dorado,2018,Female,Unsentenced,Felony,16
67,Fresno,2018,Female,Unsentenced,Felony,207
68,Glenn,2018,Female,Unsentenced,Felony,10
69,Humboldt,2018,Female,Unsentenced,Felony,37
70,Imperial,2018,Female,Unsentenced,Felony,52
71,Inyo,2018,Female,Unsentenced,Felony,4
72,Kern,2018,Female,Unsentenced,Felony,177
73,Kings,2018,Female,Unsentenced,Felony,35
74,Lake,2018,Female,Unsentenced,Felony,14
75,Lassen,2018,Female,Unsentenced,Felony,12
76,Los Angeles,2018,Female,Unsentenced,Felony,1091
77,Madera,2018,Female,Unsentenced,Felony,39
78,Marin,2018,Female,Unsentenced,Felony,21
79,Mariposa,2018,Female,Unsentenced,Felony,3
80,Mendocino,2018,Female,Unsentenced,Felony,8
81,Merced,2018,Female,Unsentenced,Felony,61
82,Modoc,2018,Female,Unsentenced,Felony,4
83,Mono,2018,Female,Unsentenced,Felony,1
84,Monterey,2018,Female,Unsentenced,Felony,61
85,Napa,2018,Female,Unsentenced,Felony,9
86,Nevada,2018,Female,Unsentenced,Felony,19
87,Orange,2018,Female,Unsentenced,Felony,230
88,Placer,2018,Female,Unsentenced,Felony,26
89,Plumas,2018,Female,Unsentenced,Felony,5
90,Riverside,2018,Female,Unsentenced,Felony,272
91,Sacramento,2018,Female,Unsentenced,Felony,191
92,San Benito,2018,Female,Unsentenced,Felony,5
93,San Bernardino,2018,Female,Unsentenced,Felony,413
94,San Diego,2018,Female,Unsentenced,Felony,390
95,San Francisco,2018,Female,Unsentenced,Felony,121
96,San Joaquin,2018,Female,Unsentenced,Felony,104
97,San Luis Obispo,2018,Female,Unsentenced,Felony,21
98,San Mateo,2018,Female,Unsentenced,Felony,58
99,Santa Barbara,2018,Female,Unsentenced,Felony,79
100,Santa Clara,2018,Female,Unsentenced,Felony,229
101,Santa Cruz,2018,Female,Unsentenced,Felony,6
102,Shasta,2018,Female,Unsentenced,Felony,40
103,Sierra,2018,Female,Unsentenced,Felony,0
104,Siskiyou,2018,Female,Unsentenced,Felony,8
105,Solano,2018,Female,Unsentenced,Felony,62
106,Sonoma,2018,Female,Unsentenced,Felony,69
107,Stanislaus,2018,Female,Unsentenced,Felony,105
108,Sutter,2018,Female,Unsentenced,Felony,11
109,Tehama,2018,Female,Unsentenced,Felony,0
110,Trinity,2018,Female,Unsentenced,Felony,9
111,Tulare,2018,Female,Unsentenced,Felony,90
112,Tuolumne,2018,Female,Unsentenced,Felony,17
113,Ventura,2018,Female,Unsentenced,Felony,0
114,Yolo,2018,Female,Unsentenced,Felony,26
115,Yuba,2018,Female,Unsentenced,Felony,26
116,Alameda,2019,Female,Unsentenced,Felony,161
117,Alpine,2019,Female,Unsentenced,Felony,0
118,Amador,2019,Female,Unsentenced,Felony,6
119,Butte,2019,Female,Unsentenced,Felony,41
120,Calaveras,2019,Female,Unsentenced,Felony,9
121,Colusa,2019,Female,Unsentenced,Felony,3
122,Contra Costa,2019,Female,Unsentenced,Felony,115
123,Del Norte,2019,Female,Unsentenced,Felony,9
124,El Dorado,2019,Female,Unsentenced,Felony,29
125,Fresno,2019,Female,Unsentenced,Felony,185
126,Glenn,2019,Female,Unsentenced,Felony,10
127,Humboldt,2019,Female,Unsentenced,Felony,38
128,Imperial,2019,Female,Unsentenced,Felony,36
129,Inyo,2019,Female,Unsentenced,Felony,1
130,Kern,2019,Female,Unsentenced,Felony,178
131,Kings,2019,Female,Unsentenced,Felony,43
132,Lake,2019,Female,Unsentenced,Felony,20
133,Lassen,2019,Female,Unsentenced,Felony,8
134,Los Angeles,2019,Female,Unsentenced,Felony,1190
135,Madera,2019,Female,Unsentenced,Felony,46
136,Marin,2019,Female,Unsentenced,Felony,21
137,Mariposa,2019,Female,Unsentenced,Felony,4
138,Mendocino,2019,Female,Unsentenced,Felony,8
139,Merced,2019,Female,Unsentenced,Felony,63
140,Modoc,2019,Female,Unsentenced,Felony,3
141,Mono,2019,Female,Unsentenced,Felony,1
142,Monterey,2019,Female,Unsentenced,Felony,49
143,Napa,2019,Female,Unsentenced,Felony,15
144,Nevada,2019,Female,Unsentenced,Felony,29
145,Orange,2019,Female,Unsentenced,Felony,211
146,Placer,2019,Female,Unsentenced,Felony,27
147,Plumas,2019,Female,Unsentenced,Felony,7
148,Riverside,2019,Female,Unsentenced,Felony,275
149,Sacramento,2019,Female,Unsentenced,Felony,211
150,San Benito,2019,Female,Unsentenced,Felony,11
151,San Bernardino,2019,Female,Unsentenced,Felony,302
152,San Diego,2019,Female,Unsentenced,Felony,343
153,San Francisco,2019,Female,Unsentenced,Felony,3
154,San Joaquin,2019,Female,Unsentenced,Felony,86
155,San Luis Obispo,2019,Female,Unsentenced,Felony,72
156,San Mateo,2019,Female,Unsentenced,Felony,30
157,Santa Barbara,2019,Female,Unsentenced,Felony,51
158,Santa Clara,2019,Female,Unsentenced,Felony,60
159,Santa Cruz,2019,Female,Unsentenced,Felony,38
160,Shasta,2019,Female,Unsentenced,Felony,28
161,Sierra,2019,Female,Unsentenced,Felony,0
162,Siskiyou,2019,Female,Unsentenced,Felony,6
163,Solano,2019,Female,Unsentenced,Felony,56
164,Sonoma,2019,Female,Unsentenced,Felony,68
165,Stanislaus,2019,Female,Unsentenced,Felony,109
166,Sutter,2019,Female,Unsentenced,Felony,21
167,Tehama,2019,Female,Unsentenced,Felony,0
168,Trinity,2019,Female,Unsentenced,Felony,6
169,Tulare,2019,Female,Unsentenced,Felony,96
170,Tuolumne,2019,Female,Unsentenced,Felony,26
171,Ventura,2019,Female,Unsentenced,Felony,104
172,Yolo,2019,Female,Unsentenced,Felony,27
173,Yuba,2019,Female,Unsentenced,Felony,22
174,Alameda,2020,Female,Unsentenced,Felony,122
175,Alpine,2020,Female,Unsentenced,Felony,0
176,Amador,2020,Female,Unsentenced,Felony,4
177,Butte,2020,Female,Unsentenced,Felony,52
178,Calaveras,2020,Female,Unsentenced,Felony,9
179,Colusa,2020,Female,Unsentenced,Felony,2
180,Contra Costa,2020,Female,Unsentenced,Felony,53
181,Del Norte,2020,Female,Unsentenced,Felony,9
182,El Dorado,2020,Female,Unsentenced,Felony,22
183,Fresno,2020,Female,Unsentenced,Felony,191
184,Glenn,2020,Female,Unsentenced,Felony,10
185,Humboldt,2020,Female,Unsentenced,Felony,31
186,Imperial,2020,Female,Unsentenced,Felony,13
187,Inyo,2020,Female,Unsentenced,Felony,7
188,Kern,2020,Female,Unsentenced,Felony,179
189,Kings,2020,Female,Unsentenced,Felony,37
190,Lake,2020,Female,Unsentenced,Felony,16
191,Lassen,2020,Female,Unsentenced,Felony,0
192,Los Angeles,2020,Female,Unsentenced,Felony,933
193,Madera,2020,Female,Unsentenced,Felony,33
194,Marin,2020,Female,Unsentenced,Felony,12
195,Mariposa,2020,Female,Unsentenced,Felony,3
196,Mendocino,2020,Female,Unsentenced,Felony,0
197,Merced,2020,Female,Unsentenced,Felony,0
198,Modoc,2020,Female,Unsentenced,Felony,3
199,Mono,2020,Female,Unsentenced,Felony,1
200,Monterey,2020,Female,Unsentenced,Felony,40
201,Napa,2020,Female,Unsentenced,Felony,19
202,Nevada,2020,Female,Unsentenced,Felony,19
203,Orange,2020,Female,Unsentenced,Felony,159
204,Placer,2020,Female,Unsentenced,Felony,27
205,Plumas,2020,Female,Unsentenced,Felony,4
206,Riverside,2020,Female,Unsentenced,Felony,213
207,Sacramento,2020,Female,Unsentenced,Felony,180
208,San Benito,2020,Female,Unsentenced,Felony,3
209,San Bernardino,2020,Female,Unsentenced,Felony,314
210,San Diego,2020,Female,Unsentenced,Felony,266
211,San Francisco,2020,Female,Unsentenced,Felony,6
212,San Joaquin,2020,Female,Unsentenced,Felony,35
213,San Luis Obispo,2020,Female,Unsentenced,Felony,91
214,San Mateo,2020,Female,Unsentenced,Felony,24
215,Santa Barbara,2020,Female,Unsentenced,Felony,41
216,Santa Clara,2020,Female,Unsentenced,Felony,34
217,Santa Cruz,2020,Female,Unsentenced,Felony,14
218,Shasta,2020,Female,Unsentenced,Felony,16
219,Sierra,2020,Female,Unsentenced,Felony,0
220,Siskiyou,2020,Female,Unsentenced,Felony,5
221,Solano,2020,Female,Unsentenced,Felony,46
222,Sonoma,2020,Female,Unsentenced,Felony,39
223,Stanislaus,2020,Female,Unsentenced,Felony,78
224,Sutter,2020,Female,Unsentenced,Felony,9
225,Tehama,2020,Female,Unsentenced,Felony,0
226,Trinity,2020,Female,Unsentenced,Felony,4
227,Tulare,2020,Female,Unsentenced,Felony,83
228,Tuolumne,2020,Female,Unsentenced,Felony,10
229,Ventura,2020,Female,Unsentenced,Felony,96
230,Yolo,2020,Female,Unsentenced,Felony,10
231,Yuba,2020,Female,Unsentenced,Felony,20
232,Alameda,2021,Female,Unsentenced,Felony,126
233,Alpine,2021,Female,Unsentenced,Felony,0
234,Amador,2021,Female,Unsentenced,Felony,5
235,Butte,2021,Female,Unsentenced,Felony,53
236,Calaveras,2021,Female,Unsentenced,Felony,8
237,Colusa,2021,Female,Unsentenced,Felony,4
238,Contra Costa,2021,Female,Unsentenced,Felony,47
239,Del Norte,2021,Female,Unsentenced,Felony,0
240,El Dorado,2021,Female,Unsentenced,Felony,0
241,Fresno,2021,Female,Unsentenced,Felony,188
242,Glenn,2021,Female,Unsentenced,Felony,7
243,Humboldt,2021,Female,Unsentenced,Felony,32
244,Imperial,2021,Female,Unsentenced,Felony,15
245,Inyo,2021,Female,Unsentenced,Felony,6
246,Kern,2021,Female,Unsentenced,Felony,164
247,Kings,2021,Female,Unsentenced,Felony,26
248,Lake,2021,Female,Unsentenced,Felony,23
249,Lassen,2021,Female,Unsentenced,Felony,9
250,Los Angeles,2021,Female,Unsentenced,Felony,887
251,Madera,2021,Female,Unsentenced,Felony,38
252,Marin,2021,Female,Unsentenced,Felony,14
253,Mariposa,2021,Female,Unsentenced,Felony,2
254,Mendocino,2021,Female,Unsentenced,Felony,0
255,Merced,2021,Female,Unsentenced,Felony,38
256,Modoc,2021,Female,Unsentenced,Felony,3
257,Mono,2021,Female,Unsentenced,Felony,1
258,Monterey,2021,Female,Unsentenced,Felony,0
259,Napa,2021,Female,Unsentenced,Felony,19
260,Nevada,2021,Female,Unsentenced,Felony,22
261,Orange,2021,Female,Unsentenced,Felony,153
262,Placer,2021,Female,Unsentenced,Felony,26
263,Plumas,2021,Female,Unsentenced,Felony,2
264,Riverside,2021,Female,Unsentenced,Felony,289
265,Sacramento,2021,Female,Unsentenced,Felony,195
266,San Benito,2021,Female,Unsentenced,Felony,4
267,San Bernardino,2021,Female,Unsentenced,Felony,218
268,San Diego,2021,Female,Unsentenced,Felony,265
269,San Francisco,2021,Female,Unsentenced,Felony,40
270,San Joaquin,2021,Female,Unsentenced,Felony,86
271,San Luis Obispo,2021,Female,Unsentenced,Felony,20
272,San Mateo,2021,Female,Unsentenced,Felony,54
273,Santa Barbara,2021,Female,Unsentenced,Felony,11
274,Santa Clara,2021,Female,Unsentenced,Felony,135
275,Santa Cruz,2021,Female,Unsentenced,Felony,4
276,Shasta,2021,Female,Unsentenced,Felony,28
277,Sierra,2021,Female,Unsentenced,Felony,0
278,Siskiyou,2021,Female,Unsentenced,Felony,5
279,Solano,2021,Female,Unsentenced,Felony,46
280,Sonoma,2021,Female,Unsentenced,Felony,40
281,Stanislaus,2021,Female,Unsentenced,Felony,116
282,Sutter,2021,Female,Unsentenced,Felony,12
283,Tehama,2021,Female,Unsentenced,Felony,0
284,Trinity,2021,Female,Unsentenced,Felony,12
285,Tulare,2021,Female,Unsentenced,Felony,93
286,Tuolumne,2021,Female,Unsentenced,Felony,11
287,Ventura,2021,Female,Unsentenced,Felony,91
288,Yolo,2021,Female,Unsentenced,Felony,21
289,Yuba,2021,Female,Unsentenced,Felony,14
290,Alameda,2022,Female,Unsentenced,Felony,126
291,Alpine,2022,Female,Unsentenced,Felony,0
292,Amador,2022,Female,Unsentenced,Felony,10
293,Butte,2022,Female,Unsentenced,Felony,57
294,Calaveras,2022,Female,Unsentenced,Felony,12
295,Colusa,2022,Female,Unsentenced,Felony,1
296,Contra Costa,2022,Female,Unsentenced,Felony,72
297,Del Norte,2022,Female,Unsentenced,Felony,6
298,El Dorado,2022,Female,Unsentenced,Felony,27
299,Fresno,2022,Female,Unsentenced,Felony,226
300,Glenn,2022,Female,Unsentenced,Felony,6
301,Humboldt,2022,Female,Unsentenced,Felony,21
302,Imperial,2022,Female,Unsentenced,Felony,20
303,Inyo,2022,Female,Unsentenced,Felony,5
304,Kern,2022,Female,Unsentenced,Felony,149
305,Kings,2022,Female,Unsentenced,Felony,36
306,Lake,2022,Female,Unsentenced,Felony,17
307,Lassen,2022,Female,Unsentenced,Felony,10
308,Los Angeles,2022,Female,Unsentenced,Felony,948
309,Madera,2022,Female,Unsentenced,Felony,51
310,Marin,2022,Female,Unsentenced,Felony,11
311,Mariposa,2022,Female,Unsentenced,Felony,3
312,Mendocino,2022,Female,Unsentenced,Felony,11
313,Merced,2022,Female,Unsentenced,Felony,51
314,Modoc,2022,Female,Unsentenced,Felony,1
315,Mono,2022,Female,Unsentenced,Felony,2
316,Monterey,2022,Female,Unsentenced,Felony,49
317,Napa,2022,Female,Unsentenced,Felony,17
318,Nevada,2022,Female,Unsentenced,Felony,16
319,Orange,2022,Female,Unsentenced,Felony,145
320,Placer,2022,Female,Unsentenced,Felony,31
321,Plumas,2022,Female,Unsentenced,Felony,1
322,Riverside,2022,Female,Unsentenced,Felony,343
323,Sacramento,2022,Female,Unsentenced,Felony,179
324,San Benito,2022,Female,Unsentenced,Felony,5
325,San Bernardino,2022,Female,Unsentenced,Felony,347
326,San Diego,2022,Female,Unsentenced,Felony,272
327,San Francisco,2022,Female,Unsentenced,Felony,0
328,San Joaquin,2022,Female,Unsentenced,Felony,34
329,San Luis Obispo,2022,Female,Unsentenced,Felony,107
330,San Mateo,2022,Female,Unsentenced,Felony,29
331,Santa Barbara,2022,Female,Unsentenced,Felony,61
332,Santa Clara,2022,Female,Unsentenced,Felony,70
333,Santa Cruz,2022,Female,Unsentenced,Felony,27
334,Shasta,2022,Female,Unsentenced,Felony,24
335,Sierra,2022,Female,Unsentenced,Felony,0
336,Siskiyou,2022,Female,Unsentenced,Felony,9
337,Solano,2022,Female,Unsentenced,Felony,38
338,Sonoma,2022,Female,Unsentenced,Felony,45
339,Stanislaus,2022,Female,Unsentenced,Felony,103
340,Sutter,2022,Female,Unsentenced,Felony,10
341,Tehama,2022,Female,Unsentenced,Felony,0
342,Trinity,2022,Female,Unsentenced,Felony,7
343,Tulare,2022,Female,Unsentenced,Felony,71
344,Tuolumne,2022,Female,Unsentenced,Felony,9
345,Ventura,2022,Female,Unsentenced,Felony,94
346,Yolo,2022,Female,Unsentenced,Felony,13
347,Yuba,2022,Female,Unsentenced,Felony,27
348,Alameda,2023,Female,Unsentenced,Felony,98
349,Alpine,2023,Female,Unsentenced,Felony,0
350,Amador,2023,Female,Unsentenced,Felony,10
351,Butte,2023,Female,Unsentenced,Felony,41
352,Calaveras,2023,Female,Unsentenced,Felony,11
353,Colusa,2023,Female,Unsentenced,Felony,4
354,Contra Costa,2023,Female,Unsentenced,Felony,58
355,Del Norte,2023,Female,Unsentenced,Felony,7
356,El Dorado,2023,Female,Unsentenced,Felony,36
357,Fresno,2023,Female,Unsentenced,Felony,214
358,Glenn,2023,Female,Unsentenced,Felony,6
359,Humboldt,2023,Female,Unsentenced,Felony,25
360,Imperial,2023,Female,Unsentenced,Felony,20
361,Inyo,2023,Female,Unsentenced,Felony,10
362,Kern,2023,Female,Unsentenced,Felony,138
363,Kings,2023,Female,Unsentenced,Felony,29
364,Lake,2023,Female,Unsentenced,Felony,24
365,Lassen,2023,Female,Unsentenced,Felony,8
366,Los Angeles,2023,Female,Unsentenced,Felony,864
367,Madera,2023,Female,Unsentenced,Felony,48
368,Marin,2023,Female,Unsentenced,Felony,17
369,Mariposa,2023,Female,Unsentenced,Felony,3
370,Mendocino,2023,Female,Unsentenced,Felony,7
371,Merced,2023,Female,Unsentenced,Felony,27
372,Modoc,2023,Female,Unsentenced,Felony,1
373,Mono,2023,Female,Unsentenced,Felony,1
374,Monterey,2023,Female,Unsentenced,Felony,48
375,Napa,2023,Female,Unsentenced,Felony,9
376,Nevada,2023,Female,Unsentenced,Felony,16
377,Orange,2023,Female,Unsentenced,Felony,143
378,Placer,2023,Female,Unsentenced,Felony,38
379,Plumas,2023,Female,Unsentenced,Felony,2
380,Riverside,2023,Female,Unsentenced,Felony,322
381,Sacramento,2023,Female,Unsentenced,Felony,226
382,San Benito,2023,Female,Unsentenced,Felony,7
383,San Bernardino,2023,Female,Unsentenced,Felony,305
384,San Diego,2023,Female,Unsentenced,Felony,275
385,San Francisco,2023,Female,Unsentenced,Felony,64
386,San Joaquin,2023,Female,Unsentenced,Felony,91
387,San Luis Obispo,2023,Female,Unsentenced,Felony,32
388,San Mateo,2023,Female,Unsentenced,Felony,70
389,Santa Barbara,2023,Female,Unsentenced,Felony,52
390,Santa Clara,2023,Female,Unsentenced,Felony,245
391,Santa Cruz,2023,Female,Unsentenced,Felony,2
392,Shasta,2023,Female,Unsentenced,Felony,38
393,Sierra,2023,Female,Unsentenced,Felony,0
394,Siskiyou,2023,Female,Unsentenced,Felony,10
395,Solano,2023,Female,Unsentenced,Felony,39
396,Sonoma,2023,Female,Unsentenced,Felony,48
397,Stanislaus,2023,Female,Unsentenced,Felony,128
398,Sutter,2023,Female,Unsentenced,Felony,18
399,Tehama,2023,Female,Unsentenced,Felony,0
400,Trinity,2023,Female,Unsentenced,Felony,4
401,Tulare,2023,Female,Unsentenced,Felony,69
402,Tuolumne,2023,Female,Unsentenced,Felony,20
403,Ventura,2023,Female,Unsentenced,Felony,98
404,Yolo,2023,Female,Unsentenced,Felony,20
405,Yuba,2023,Female,Unsentenced,Felony,20
406,Alameda,2017,Female,Sentenced,Felony,44
407,Alpine,2017,Female,Sentenced,Felony,0
408,Amador,2017,Female,Sentenced,Felony,5
409,Butte,2017,Female,Sentenced,Felony,29
410,Calaveras,2017,Female,Sentenced,Felony,7
411,Colusa,2017,Female,Sentenced,Felony,3
412,Contra Costa,2017,Female,Sentenced,Felony,56
413,Del Norte,2017,Female,Sentenced,Felony,7
414,El Dorado,2017,Female,Sentenced,Felony,30
415,Fresno,2017,Female,Sentenced,Felony,107
416,Glenn,2017,Female,Sentenced,Felony,7
417,Humboldt,2017,Female,Sentenced,Felony,14
418,Imperial,2017,Female,Sentenced,Felony,13
419,Inyo,2017,Female,Sentenced,Felony,2
420,Kern,2017,Female,Sentenced,Felony,65
421,Kings,2017,Female,Sentenced,Felony,16
422,Lake,2017,Female,Sentenced,Felony,23
423,Lassen,2017,Female,Sentenced,Felony,6
424,Los Angeles,2017,Female,Sentenced,Felony,821
425,Madera,2017,Female,Sentenced,Felony,7
426,Marin,2017,Female,Sentenced,Felony,11
427,Mariposa,2017,Female,Sentenced,Felony,2
428,Mendocino,2017,Female,Sentenced,Felony,7
429,Merced,2017,Female,Sentenced,Felony,1
430,Modoc,2017,Female,Sentenced,Felony,2
431,Mono,2017,Female,Sentenced,Felony,0
432,Monterey,2017,Female,Sentenced,Felony,46
433,Napa,2017,Female,Sentenced,Felony,9
434,Nevada,2017,Female,Sentenced,Felony,6
435,Orange,2017,Female,Sentenced,Felony,329
436,Placer,2017,Female,Sentenced,Felony,38
437,Plumas,2017,Female,Sentenced,Felony,1
438,Riverside,2017,Female,Sentenced,Felony,149
439,Sacramento,2017,Female,Sentenced,Felony,198
440,San Benito,2017,Female,Sentenced,Felony,6
441,San Bernardino,2017,Female,Sentenced,Felony,188
442,San Diego,2017,Female,Sentenced,Felony,380
443,San Francisco,2017,Female,Sentenced,Felony,40
444,San Joaquin,2017,Female,Sentenced,Felony,14
445,San Luis Obispo,2017,Female,Sentenced,Felony,31
446,San Mateo,2017,Female,Sentenced,Felony,34
447,Santa Barbara,2017,Female,Sentenced,Felony,0
448,Santa Clara,2017,Female,Sentenced,Felony,24
449,Santa Cruz,2017,Female,Sentenced,Felony,47
450,Shasta,2017,Female,Sentenced,Felony,17
451,Sierra,2017,Female,Sentenced,Felony,0
452,Siskiyou,2017,Female,Sentenced,Felony,1
453,Solano,2017,Female,Sentenced,Felony,32
454,Sonoma,2017,Female,Sentenced,Felony,45
455,Stanislaus,2017,Female,Sentenced,Felony,44
456,Sutter,2017,Female,Sentenced,Felony,20
457,Tehama,2017,Female,Sentenced,Felony,0
458,Trinity,2017,Female,Sentenced,Felony,0
459,Tulare,2017,Female,Sentenced,Felony,80
460,Tuolumne,2017,Female,Sentenced,Felony,5
461,Ventura,2017,Female,Sentenced,Felony,69
462,Yolo,2017,Female,Sentenced,Felony,9
463,Yuba,2017,Female,Sentenced,Felony,9
464,Alameda,2018,Female,Sentenced,Felony,38
465,Alpine,2018,Female,Sentenced,Felony,0
466,Amador,2018,Female,Sentenced,Felony,10
467,Butte,2018,Female,Sentenced,Felony,34
468,Calaveras,2018,Female,Sentenced,Felony,6
469,Colusa,2018,Female,Sentenced,Felony,2
470,Contra Costa,2018,Female,Sentenced,Felony,34
471,Del Norte,2018,Female,Sentenced,Felony,4
472,El Dorado,2018,Female,Sentenced,Felony,33
473,Fresno,2018,Female,Sentenced,Felony,101
474,Glenn,2018,Female,Sentenced,Felony,5
475,Humboldt,2018,Female,Sentenced,Felony,18
476,Imperial,2018,Female,Sentenced,Felony,11
477,Inyo,2018,Female,Sentenced,Felony,4
478,Kern,2018,Female,Sentenced,Felony,42
479,Kings,2018,Female,Sentenced,Felony,38
480,Lake,2018,Female,Sentenced,Felony,20
481,Lassen,2018,Female,Sentenced,Felony,10
482,Los Angeles,2018,Female,Sentenced,Felony,755
483,Madera,2018,Female,Sentenced,Felony,7
484,Marin,2018,Female,Sentenced,Felony,14
485,Mariposa,2018,Female,Sentenced,Felony,3
486,Mendocino,2018,Female,Sentenced,Felony,4
487,Merced,2018,Female,Sentenced,Felony,2
488,Modoc,2018,Female,Sentenced,Felony,1
489,Mono,2018,Female,Sentenced,Felony,0
490,Monterey,2018,Female,Sentenced,Felony,51
491,Napa,2018,Female,Sentenced,Felony,15
492,Nevada,2018,Female,Sentenced,Felony,11
493,Orange,2018,Female,Sentenced,Felony,311
494,Placer,2018,Female,Sentenced,Felony,29
495,Plumas,2018,Female,Sentenced,Felony,2
496,Riverside,2018,Female,Sentenced,Felony,117
497,Sacramento,2018,Female,Sentenced,Felony,199
498,San Benito,2018,Female,Sentenced,Felony,6
499,San Bernardino,2018,Female,Sentenced,Felony,170
500,San Diego,2018,Female,Sentenced,Felony,401
501,San Francisco,2018,Female,Sentenced,Felony,21
502,San Joaquin,2018,Female,Sentenced,Felony,59
503,San Luis Obispo,2018,Female,Sentenced,Felony,20
504,San Mateo,2018,Female,Sentenced,Felony,47
505,Santa Barbara,2018,Female,Sentenced,Felony,42
506,Santa Clara,2018,Female,Sentenced,Felony,101
507,Santa Cruz,2018,Female,Sentenced,Felony,3
508,Shasta,2018,Female,Sentenced,Felony,14
509,Sierra,2018,Female,Sentenced,Felony,0
510,Siskiyou,2018,Female,Sentenced,Felony,6
511,Solano,2018,Female,Sentenced,Felony,21
512,Sonoma,2018,Female,Sentenced,Felony,46
513,Stanislaus,2018,Female,Sentenced,Felony,31
514,Sutter,2018,Female,Sentenced,Felony,11
515,Tehama,2018,Female,Sentenced,Felony,0
516,Trinity,2018,Female,Sentenced,Felony,3
517,Tulare,2018,Female,Sentenced,Felony,85
518,Tuolumne,2018,Female,Sentenced,Felony,7
519,Ventura,2018,Female,Sentenced,Felony,0
520,Yolo,2018,Female,Sentenced,Felony,12
521,Yuba,2018,Female,Sentenced,Felony,6
522,Alameda,2019,Female,Sentenced,Felony,42
523,Alpine,2019,Female,Sentenced,Felony,0
524,Amador,2019,Female,Sentenced,Felony,6
525,Butte,2019,Female,Sentenced,Felony,28
526,Calaveras,2019,Female,Sentenced,Felony,3
527,Colusa,2019,Female,Sentenced,Felony,3
528,Contra Costa,2019,Female,Sentenced,Felony,23
529,Del Norte,2019,Female,Sentenced,Felony,5
530,El Dorado,2019,Female,Sentenced,Felony,33
531,Fresno,2019,Female,Sentenced,Felony,78
532,Glenn,2019,Female,Sentenced,Felony,1
