Status,Year,County,Sex,Race,OffenseCat,Imprisonments,Arrests,Population18-69,CostPerInmate
Adult prisoners,2023,Tulare,Male,Asian/other,Drug,0.0,15,8403,131822
Adult prisoners,2023,Tuolumne,Male,Asian/other,Drug,0.0,0,967,131822
Adult prisoners,2023,Ventura,Male,Asian/other,Drug,0.0,9,27684,131822
Adult prisoners,2023,Yolo,Male,Asian/other,Drug,0.0,9,17470,131822
Adult prisoners,2023,Yuba,Male,Asian/other,Drug,0.0,8,3788,131822
Adult prisoners,2023,Unknown,Male,Asian/other,Drug,0.0,0,0,131822
Adult prisoners,2023,Alameda,Male,Asian/other,Property,0.0,158,205735,131822
Adult prisoners,2023,Alpine,Male,Asian/other,Property,0.0,0,85,131822
Adult prisoners,2023,Amador,Male,Asian/other,Property,0.0,0,812,131822
Adult prisoners,2023,Butte,Male,Asian/other,Property,0.0,11,7943,131822
Adult prisoners,2023,Calaveras,Male,Asian/other,Property,0.0,1,911,131822
Adult prisoners,2023,Colusa,Male,Asian/other,Property,0.0,0,257,131822
Adult prisoners,2023,Contra Costa,Male,Asian/other,Property,0.0,149,87079,131822
Adult prisoners,2023,Del Norte,Male,Asian/other,Property,0.0,3,1243,131822
Adult prisoners,2023,El Dorado,Male,Asian/other,Property,0.0,9,5536,131822
Adult prisoners,2023,Fresno,Male,Asian/other,Property,0.0,87,43569,131822
Adult prisoners,2023,Glenn,Male,Asian/other,Property,0.0,1,530,131822
Adult prisoners,2023,Humboldt,Male,Asian/other,Property,0.0,8,5703,131822
Adult prisoners,2023,Imperial,Male,Asian/other,Property,0.0,3,1731,131822
Adult prisoners,2023,Inyo,Male,Asian/other,Property,0.0,3,873,131822
Adult prisoners,2023,Kern,Male,Asian/other,Property,0.0,31,21619,131822
Adult prisoners,2023,Kings,Male,Asian/other,Property,0.0,4,3423,131822
Adult prisoners,2023,Lake,Male,Asian/other,Property,0.0,2,1514,131822
Adult prisoners,2023,Lassen,Male,Asian/other,Property,0.0,0,842,131822
Adult prisoners,2023,Los Angeles,Male,Asian/other,Property,0.0,630,547209,131822
Adult prisoners,2023,Madera,Male,Asian/other,Property,0.0,10,2313,131822
Adult prisoners,2023,Marin,Male,Asian/other,Property,0.0,13,7729,131822
Adult prisoners,2023,Mariposa,Male,Asian/other,Property,0.0,3,412,131822
Adult prisoners,2023,Mendocino,Male,Asian/other,Property,0.0,5,2298,131822
Adult prisoners,2023,Merced,Male,Asian/other,Property,0.0,5,9572,131822
Adult prisoners,2023,Modoc,Male,Asian/other,Property,0.0,3,167,131822
Adult prisoners,2023,Mono,Male,Asian/other,Property,0.0,1,291,131822
Adult prisoners,2023,Monterey,Male,Asian/other,Property,0.0,11,12451,131822
Adult prisoners,2023,Napa,Male,Asian/other,Property,0.0,9,5414,131822
Adult prisoners,2023,Nevada,Male,Asian/other,Property,0.0,1,1600,131822
Adult prisoners,2023,Orange,Male,Asian/other,Property,0.0,317,258114,131822
Adult prisoners,2023,Placer,Male,Asian/other,Property,0.0,37,18505,131822
Adult prisoners,2023,Plumas,Male,Asian/other,Property,0.0,1,394,131822
Adult prisoners,2023,Riverside,Male,Asian/other,Property,0.0,70,80448,131822
Adult prisoners,2023,Sacramento,Male,Asian/other,Property,0.0,147,120977,131822
Adult prisoners,2023,San Benito,Male,Asian/other,Property,0.0,0,1418,131822
Adult prisoners,2023,San Bernardino,Male,Asian/other,Property,0.0,109,74321,131822
Adult prisoners,2023,San Diego,Male,Asian/other,Property,0.0,152,180103,131822
Adult prisoners,2023,San Francisco,Male,Asian/other,Property,0.0,95,108211,131822
Adult prisoners,2023,San Joaquin,Male,Asian/other,Property,0.0,96,55652,131822
Adult prisoners,2023,San Luis Obispo,Male,Asian/other,Property,0.0,7,7226,131822
Adult prisoners,2023,San Mateo,Male,Asian/other,Property,0.0,83,82585,131822
Adult prisoners,2023,Santa Barbara,Male,Asian/other,Property,0.0,21,13165,131822
Adult prisoners,2023,Santa Clara,Male,Asian/other,Property,0.0,224,272986,131822
Adult prisoners,2023,Santa Cruz,Male,Asian/other,Property,0.0,10,7574,131822
Adult prisoners,2023,Shasta,Male,Asian/other,Property,0.0,16,5416,131822
Adult prisoners,2023,Sierra,Male,Asian/other,Property,0.0,0,32,131822
Adult prisoners,2023,Siskiyou,Male,Asian/other,Property,0.0,3,1410,131822
Adult prisoners,2023,Solano,Male,Asian/other,Property,0.0,37,31954,131822
Adult prisoners,2023,Sonoma,Male,Asian/other,Property,0.0,21,13501,131822
Adult prisoners,2023,Stanislaus,Male,Asian/other,Property,0.0,37,17172,131822
Adult prisoners,2023,Sutter,Male,Asian/other,Property,0.0,13,7137,131822
Adult prisoners,2023,Tehama,Male,Asian/other,Property,0.0,2,1233,131822
Adult prisoners,2023,Trinity,Male,Asian/other,Property,0.0,1,508,131822
Adult prisoners,2023,Tulare,Male,Asian/other,Property,0.0,31,8403,131822
Adult prisoners,2023,Tuolumne,Male,Asian/other,Property,0.0,2,967,131822
Adult prisoners,2023,Ventura,Male,Asian/other,Property,0.0,45,27684,131822
Adult prisoners,2023,Yolo,Male,Asian/other,Property,0.0,17,17470,131822
Adult prisoners,2023,Yuba,Male,Asian/other,Property,0.0,10,3788,131822
Adult prisoners,2023,Unknown,Male,Asian/other,Property,0.0,0,0,131822
Adult prisoners,2023,Alameda,Male,Asian/other,PublicOrder,0.0,151,205735,131822
Adult prisoners,2023,Alpine,Male,Asian/other,PublicOrder,0.0,1,85,131822
Adult prisoners,2023,Amador,Male,Asian/other,PublicOrder,0.0,4,812,131822
Adult prisoners,2023,Butte,Male,Asian/other,PublicOrder,0.0,24,7943,131822
Adult prisoners,2023,Calaveras,Male,Asian/other,PublicOrder,0.0,6,911,131822
Adult prisoners,2023,Colusa,Male,Asian/other,PublicOrder,0.0,0,257,131822
Adult prisoners,2023,Contra Costa,Male,Asian/other,PublicOrder,0.0,138,87079,131822
Adult prisoners,2023,Del Norte,Male,Asian/other,PublicOrder,0.0,3,1243,131822
Adult prisoners,2023,El Dorado,Male,Asian/other,PublicOrder,0.0,11,5536,131822
Adult prisoners,2023,Fresno,Male,Asian/other,PublicOrder,0.0,194,43569,131822
Adult prisoners,2023,Glenn,Male,Asian/other,PublicOrder,0.0,3,530,131822
Adult prisoners,2023,Humboldt,Male,Asian/other,PublicOrder,0.0,29,5703,131822
Adult prisoners,2023,Imperial,Male,Asian/other,PublicOrder,0.0,7,1731,131822
Adult prisoners,2023,Inyo,Male,Asian/other,PublicOrder,0.0,19,873,131822
Adult prisoners,2023,Kern,Male,Asian/other,PublicOrder,0.0,48,21619,131822
Adult prisoners,2023,Kings,Male,Asian/other,PublicOrder,0.0,17,3423,131822
Adult prisoners,2023,Lake,Male,Asian/other,PublicOrder,0.0,6,1514,131822
Adult prisoners,2023,Lassen,Male,Asian/other,PublicOrder,0.0,3,842,131822
Adult prisoners,2023,Los Angeles,Male,Asian/other,PublicOrder,0.0,665,547209,131822
Adult prisoners,2023,Madera,Male,Asian/other,PublicOrder,0.0,15,2313,131822
Adult prisoners,2023,Marin,Male,Asian/other,PublicOrder,0.0,16,7729,131822
Adult prisoners,2023,Mariposa,Male,Asian/other,PublicOrder,0.0,2,412,131822
Adult prisoners,2023,Mendocino,Male,Asian/other,PublicOrder,0.0,10,2298,131822
Adult prisoners,2023,Merced,Male,Asian/other,PublicOrder,0.0,12,9572,131822
Adult prisoners,2023,Modoc,Male,Asian/other,PublicOrder,0.0,1,167,131822
Adult prisoners,2023,Mono,Male,Asian/other,PublicOrder,0.0,2,291,131822
Adult prisoners,2023,Monterey,Male,Asian/other,PublicOrder,0.0,22,12451,131822
Adult prisoners,2023,Napa,Male,Asian/other,PublicOrder,0.0,6,5414,131822
Adult prisoners,2023,Nevada,Male,Asian/other,PublicOrder,0.0,7,1600,131822
Adult prisoners,2023,Orange,Male,Asian/other,PublicOrder,0.0,269,258114,131822
Adult prisoners,2023,Placer,Male,Asian/other,PublicOrder,0.0,55,18505,131822
Adult prisoners,2023,Plumas,Male,Asian/other,PublicOrder,0.0,2,394,131822
Adult prisoners,2023,Riverside,Male,Asian/other,PublicOrder,0.0,95,80448,131822
Adult prisoners,2023,Sacramento,Male,Asian/other,PublicOrder,0.0,199,120977,131822
Adult prisoners,2023,San Benito,Male,Asian/other,PublicOrder,0.0,0,1418,131822
Adult prisoners,2023,San Bernardino,Male,Asian/other,PublicOrder,0.0,109,74321,131822
Adult prisoners,2023,San Diego,Male,Asian/other,PublicOrder,0.0,261,180103,131822
Adult prisoners,2023,San Francisco,Male,Asian/other,PublicOrder,0.0,121,108211,131822
Adult prisoners,2023,San Joaquin,Male,Asian/other,PublicOrder,0.0,118,55652,131822
Adult prisoners,2023,San Luis Obispo,Male,Asian/other,PublicOrder,0.0,14,7226,131822
Adult prisoners,2023,San Mateo,Male,Asian/other,PublicOrder,0.0,89,82585,131822
Adult prisoners,2023,Santa Barbara,Male,Asian/other,PublicOrder,0.0,19,13165,131822
Adult prisoners,2023,Santa Clara,Male,Asian/other,PublicOrder,0.0,193,272986,131822
Adult prisoners,2023,Santa Cruz,Male,Asian/other,PublicOrder,0.0,13,7574,131822
Adult prisoners,2023,Shasta,Male,Asian/other,PublicOrder,0.0,31,5416,131822
Adult prisoners,2023,Sierra,Male,Asian/other,PublicOrder,0.0,2,32,131822
Adult prisoners,2023,Siskiyou,Male,Asian/other,PublicOrder,0.0,8,1410,131822
Adult prisoners,2023,Solano,Male,Asian/other,PublicOrder,0.0,35,31954,131822
Adult prisoners,2023,Sonoma,Male,Asian/other,PublicOrder,0.0,39,13501,131822
Adult prisoners,2023,Stanislaus,Male,Asian/other,PublicOrder,0.0,47,17172,131822
Adult prisoners,2023,Sutter,Male,Asian/other,PublicOrder,0.0,28,7137,131822
Adult prisoners,2023,Tehama,Male,Asian/other,PublicOrder,0.0,9,1233,131822
Adult prisoners,2023,Trinity,Male,Asian/other,PublicOrder,0.0,0,508,131822
Adult prisoners,2023,Tulare,Male,Asian/other,PublicOrder,0.0,21,8403,131822
Adult prisoners,2023,Tuolumne,Male,Asian/other,PublicOrder,0.0,9,967,131822
Adult prisoners,2023,Ventura,Male,Asian/other,PublicOrder,0.0,40,27684,131822
Adult prisoners,2023,Yolo,Male,Asian/other,PublicOrder,0.0,32,17470,131822
Adult prisoners,2023,Yuba,Male,Asian/other,PublicOrder,0.0,19,3788,131822
Adult prisoners,2023,Unknown,Male,Asian/other,PublicOrder,0.0,0,0,131822
Adult prisoners,2023,Alameda,Male,Asian/other,Violent,0.0,309,205735,131822
Adult prisoners,2023,Alpine,Male,Asian/other,Violent,0.0,0,85,131822
Adult prisoners,2023,Amador,Male,Asian/other,Violent,0.0,2,812,131822
Adult prisoners,2023,Butte,Male,Asian/other,Violent,0.0,38,7943,131822
Adult prisoners,2023,Calaveras,Male,Asian/other,Violent,0.0,10,911,131822
Adult prisoners,2023,Colusa,Male,Asian/other,Violent,0.0,1,257,131822
Adult prisoners,2023,Contra Costa,Male,Asian/other,Violent,0.0,204,87079,131822
Adult prisoners,2023,Del Norte,Male,Asian/other,Violent,0.0,23,1243,131822
Adult prisoners,2023,El Dorado,Male,Asian/other,Violent,0.0,26,5536,131822
Adult prisoners,2023,Fresno,Male,Asian/other,Violent,0.0,196,43569,131822
Adult prisoners,2023,Glenn,Male,Asian/other,Violent,0.0,0,530,131822
Adult prisoners,2023,Humboldt,Male,Asian/other,Violent,0.0,43,5703,131822
Adult prisoners,2023,Imperial,Male,Asian/other,Violent,0.0,5,1731,131822
Adult prisoners,2023,Inyo,Male,Asian/other,Violent,0.0,24,873,131822
Adult prisoners,2023,Kern,Male,Asian/other,Violent,0.0,56,21619,131822
Adult prisoners,2023,Kings,Male,Asian/other,Violent,0.0,18,3423,131822
Adult prisoners,2023,Lake,Male,Asian/other,Violent,0.0,27,1514,131822
Adult prisoners,2023,Lassen,Male,Asian/other,Violent,0.0,5,842,131822
Adult prisoners,2023,Los Angeles,Male,Asian/other,Violent,0.0,"1,160",547209,131822
Adult prisoners,2023,Madera,Male,Asian/other,Violent,0.0,12,2313,131822
Adult prisoners,2023,Marin,Male,Asian/other,Violent,0.0,16,7729,131822
Adult prisoners,2023,Mariposa,Male,Asian/other,Violent,0.0,5,412,131822
Adult prisoners,2023,Mendocino,Male,Asian/other,Violent,0.0,6,2298,131822
Adult prisoners,2023,Merced,Male,Asian/other,Violent,0.0,30,9572,131822
Adult prisoners,2023,Modoc,Male,Asian/other,Violent,0.0,3,167,131822
Adult prisoners,2023,Mono,Male,Asian/other,Violent,0.0,4,291,131822
Adult prisoners,2023,Monterey,Male,Asian/other,Violent,0.0,26,12451,131822
Adult prisoners,2023,Napa,Male,Asian/other,Violent,0.0,9,5414,131822
Adult prisoners,2023,Nevada,Male,Asian/other,Violent,0.0,8,1600,131822
Adult prisoners,2023,Orange,Male,Asian/other,Violent,0.0,422,258114,131822
Adult prisoners,2023,Placer,Male,Asian/other,Violent,0.0,66,18505,131822
Adult prisoners,2023,Plumas,Male,Asian/other,Violent,0.0,7,394,131822
Adult prisoners,2023,Riverside,Male,Asian/other,Violent,0.0,171,80448,131822
Adult prisoners,2023,Sacramento,Male,Asian/other,Violent,0.0,325,120977,131822
Adult prisoners,2023,San Benito,Male,Asian/other,Violent,0.0,1,1418,131822
Adult prisoners,2023,San Bernardino,Male,Asian/other,Violent,0.0,212,74321,131822
Adult prisoners,2023,San Diego,Male,Asian/other,Violent,0.0,228,180103,131822
Adult prisoners,2023,San Francisco,Male,Asian/other,Violent,0.0,222,108211,131822
Adult prisoners,2023,San Joaquin,Male,Asian/other,Violent,0.0,191,55652,131822
Adult prisoners,2023,San Luis Obispo,Male,Asian/other,Violent,0.0,12,7226,131822
Adult prisoners,2023,San Mateo,Male,Asian/other,Violent,0.0,196,82585,131822
Adult prisoners,2023,Santa Barbara,Male,Asian/other,Violent,0.0,41,13165,131822
Adult prisoners,2023,Santa Clara,Male,Asian/other,Violent,0.0,498,272986,131822
Adult prisoners,2023,Santa Cruz,Male,Asian/other,Violent,0.0,28,7574,131822
Adult prisoners,2023,Shasta,Male,Asian/other,Violent,0.0,33,5416,131822
Adult prisoners,2023,Sierra,Male,Asian/other,Violent,0.0,0,32,131822
Adult prisoners,2023,Siskiyou,Male,Asian/other,Violent,0.0,3,1410,131822
Adult prisoners,2023,Solano,Male,Asian/other,Violent,0.0,67,31954,131822
Adult prisoners,2023,Sonoma,Male,Asian/other,Violent,0.0,52,13501,131822
Adult prisoners,2023,Stanislaus,Male,Asian/other,Violent,0.0,99,17172,131822
Adult prisoners,2023,Sutter,Male,Asian/other,Violent,0.0,46,7137,131822
Adult prisoners,2023,Tehama,Male,Asian/other,Violent,0.0,5,1233,131822
Adult prisoners,2023,Trinity,Male,Asian/other,Violent,0.0,0,508,131822
Adult prisoners,2023,Tulare,Male,Asian/other,Violent,0.0,72,8403,131822
Adult prisoners,2023,Tuolumne,Male,Asian/other,Violent,0.0,4,967,131822
Adult prisoners,2023,Ventura,Male,Asian/other,Violent,0.0,59,27684,131822
Adult prisoners,2023,Yolo,Male,Asian/other,Violent,0.0,26,17470,131822
Adult prisoners,2023,Yuba,Male,Asian/other,Violent,0.0,16,3788,131822
Adult prisoners,2023,Unknown,Male,Asian/other,Violent,0.0,0,0,131822
Adult prisoners,2017,Alameda,Female,Black,Drug,0.0,62,71949,98731
Adult prisoners,2017,Alpine,Female,Black,Drug,0.0,0,0,98731
Adult prisoners,2017,Amador,Female,Black,Drug,0.0,3,57,98731
Adult prisoners,2017,Butte,Female,Black,Drug,0.0,1,1005,98731
Adult prisoners,2017,Calaveras,Female,Black,Drug,0.0,0,76,98731
Adult prisoners,2017,Colusa,Female,Black,Drug,0.0,1,57,98731
Adult prisoners,2017,Contra Costa,Female,Black,Drug,0.0,18,38256,98731
Adult prisoners,2017,Del Norte,Female,Black,Drug,0.0,0,17,98731
Adult prisoners,2017,El Dorado,Female,Black,Drug,0.0,0,372,98731
Adult prisoners,2017,Fresno,Female,Black,Drug,1.0,4,15558,98731
Adult prisoners,2017,Glenn,Female,Black,Drug,0.0,0,51,98731
Adult prisoners,2017,Humboldt,Female,Black,Drug,0.0,1,424,98731
Adult prisoners,2017,Imperial,Female,Black,Drug,0.0,8,593,98731
Adult prisoners,2017,Inyo,Female,Black,Drug,0.0,0,18,98731
Adult prisoners,2017,Kern,Female,Black,Drug,0.0,5,13724,98731
Adult prisoners,2017,Kings,Female,Black,Drug,1.0,0,1694,98731
Adult prisoners,2017,Lake,Female,Black,Drug,1.0,0,279,98731
Adult prisoners,2017,Lassen,Female,Black,Drug,0.0,0,73,98731
Adult prisoners,2017,Los Angeles,Female,Black,Drug,19.0,264,305916,98731
Adult prisoners,2017,Madera,Female,Black,Drug,5.0,0,2944,98731
Adult prisoners,2017,Marin,Female,Black,Drug,1.0,1,1683,98731
Adult prisoners,2017,Mariposa,Female,Black,Drug,0.0,0,26,98731
Adult prisoners,2017,Mendocino,Female,Black,Drug,0.0,0,111,98731
Adult prisoners,2017,Merced,Female,Black,Drug,0.0,4,2893,98731
Adult prisoners,2017,Modoc,Female,Black,Drug,0.0,0,1,98731
Adult prisoners,2017,Mono,Female,Black,Drug,0.0,0,7,98731
Adult prisoners,2017,Monterey,Female,Black,Drug,0.0,3,2780,98731
Adult prisoners,2017,Napa,Female,Black,Drug,0.0,0,800,98731
Adult prisoners,2017,Nevada,Female,Black,Drug,0.0,0,104,98731
Adult prisoners,2017,Orange,Female,Black,Drug,0.0,6,16478,98731
Adult prisoners,2017,Placer,Female,Black,Drug,0.0,0,1482,98731
Adult prisoners,2017,Plumas,Female,Black,Drug,0.0,0,61,98731
Adult prisoners,2017,Riverside,Female,Black,Drug,5.0,15,48326,98731
Adult prisoners,2017,Sacramento,Female,Black,Drug,0.0,31,52625,98731
Adult prisoners,2017,San Benito,Female,Black,Drug,0.0,0,165,98731
Adult prisoners,2017,San Bernardino,Female,Black,Drug,1.0,34,62843,98731
Adult prisoners,2017,San Diego,Female,Black,Drug,4.0,30,49845,98731
Adult prisoners,2017,San Francisco,Female,Black,Drug,0.0,22,16042,98731
Adult prisoners,2017,San Joaquin,Female,Black,Drug,1.0,12,18348,98731
Adult prisoners,2017,San Luis Obispo,Female,Black,Drug,0.0,0,722,98731
Adult prisoners,2017,San Mateo,Female,Black,Drug,0.0,7,6511,98731
Adult prisoners,2017,Santa Barbara,Female,Black,Drug,0.0,5,2401,98731
Adult prisoners,2017,Santa Clara,Female,Black,Drug,1.0,6,15783,98731
Adult prisoners,2017,Santa Cruz,Female,Black,Drug,0.0,3,753,98731
Adult prisoners,2017,Shasta,Female,Black,Drug,0.0,2,405,98731
Adult prisoners,2017,Sierra,Female,Black,Drug,0.0,0,1,98731
Adult prisoners,2017,Siskiyou,Female,Black,Drug,0.0,1,165,98731
Adult prisoners,2017,Solano,Female,Black,Drug,0.0,17,21102,98731
Adult prisoners,2017,Sonoma,Female,Black,Drug,0.0,3,2315,98731
Adult prisoners,2017,Stanislaus,Female,Black,Drug,0.0,13,4596,98731
Adult prisoners,2017,Sutter,Female,Black,Drug,0.0,0,565,98731
Adult prisoners,2017,Tehama,Female,Black,Drug,0.0,0,79,98731
Adult prisoners,2017,Trinity,Female,Black,Drug,0.0,1,3,98731
Adult prisoners,2017,Tulare,Female,Black,Drug,0.0,5,1723,98731
Adult prisoners,2017,Tuolumne,Female,Black,Drug,0.0,0,51,98731
Adult prisoners,2017,Ventura,Female,Black,Drug,0.0,4,4435,98731
Adult prisoners,2017,Yolo,Female,Black,Drug,0.0,4,1806,98731
Adult prisoners,2017,Yuba,Female,Black,Drug,0.0,1,650,98731
Adult prisoners,2017,Unknown,Female,Black,Drug,0.0,0,0,98731
Adult prisoners,2017,Alameda,Female,Black,Property,2.0,384,71949,98731
Adult prisoners,2017,Alpine,Female,Black,Property,0.0,0,0,98731
Adult prisoners,2017,Amador,Female,Black,Property,0.0,0,57,98731
Adult prisoners,2017,Butte,Female,Black,Property,3.0,2,1005,98731
Adult prisoners,2017,Calaveras,Female,Black,Property,0.0,0,76,98731
Adult prisoners,2017,Colusa,Female,Black,Property,0.0,2,57,98731
Adult prisoners,2017,Contra Costa,Female,Black,Property,6.0,283,38256,98731
Adult prisoners,2017,Del Norte,Female,Black,Property,0.0,0,17,98731
Adult prisoners,2017,El Dorado,Female,Black,Property,0.0,6,372,98731
Adult prisoners,2017,Fresno,Female,Black,Property,4.0,67,15558,98731
Adult prisoners,2017,Glenn,Female,Black,Property,0.0,0,51,98731
Adult prisoners,2017,Humboldt,Female,Black,Property,0.0,2,424,98731
Adult prisoners,2017,Imperial,Female,Black,Property,0.0,2,593,98731
Adult prisoners,2017,Inyo,Female,Black,Property,0.0,0,18,98731
Adult prisoners,2017,Kern,Female,Black,Property,5.0,42,13724,98731
Adult prisoners,2017,Kings,Female,Black,Property,1.0,1,1694,98731
Adult prisoners,2017,Lake,Female,Black,Property,2.0,1,279,98731
Adult prisoners,2017,Lassen,Female,Black,Property,0.0,1,73,98731
Adult prisoners,2017,Los Angeles,Female,Black,Property,101.0,"1,009",305916,98731
Adult prisoners,2017,Madera,Female,Black,Property,1.0,2,2944,98731
Adult prisoners,2017,Marin,Female,Black,Property,2.0,19,1683,98731
Adult prisoners,2017,Mariposa,Female,Black,Property,0.0,0,26,98731
Adult prisoners,2017,Mendocino,Female,Black,Property,0.0,1,111,98731
Adult prisoners,2017,Merced,Female,Black,Property,3.0,14,2893,98731
Adult prisoners,2017,Modoc,Female,Black,Property,0.0,0,1,98731
Adult prisoners,2017,Mono,Female,Black,Property,0.0,0,7,98731
Adult prisoners,2017,Monterey,Female,Black,Property,0.0,10,2780,98731
Adult prisoners,2017,Napa,Female,Black,Property,0.0,27,800,98731
Adult prisoners,2017,Nevada,Female,Black,Property,0.0,0,104,98731
Adult prisoners,2017,Orange,Female,Black,Property,5.0,119,16478,98731
Adult prisoners,2017,Placer,Female,Black,Property,3.0,23,1482,98731
Adult prisoners,2017,Plumas,Female,Black,Property,0.0,0,61,98731
Adult prisoners,2017,Riverside,Female,Black,Property,15.0,81,48326,98731
Adult prisoners,2017,Sacramento,Female,Black,Property,9.0,225,52625,98731
Adult prisoners,2017,San Benito,Female,Black,Property,0.0,3,165,98731
Adult prisoners,2017,San Bernardino,Female,Black,Property,9.0,313,62843,98731
Adult prisoners,2017,San Diego,Female,Black,Property,20.0,146,49845,98731
Adult prisoners,2017,San Francisco,Female,Black,Property,4.0,95,16042,98731
Adult prisoners,2017,San Joaquin,Female,Black,Property,3.0,77,18348,98731
Adult prisoners,2017,San Luis Obispo,Female,Black,Property,0.0,3,722,98731
Adult prisoners,2017,San Mateo,Female,Black,Property,1.0,55,6511,98731
Adult prisoners,2017,Santa Barbara,Female,Black,Property,0.0,7,2401,98731
Adult prisoners,2017,Santa Clara,Female,Black,Property,3.0,111,15783,98731
Adult prisoners,2017,Santa Cruz,Female,Black,Property,0.0,6,753,98731
Adult prisoners,2017,Shasta,Female,Black,Property,0.0,3,405,98731
Adult prisoners,2017,Sierra,Female,Black,Property,0.0,0,1,98731
Adult prisoners,2017,Siskiyou,Female,Black,Property,1.0,1,165,98731
Adult prisoners,2017,Solano,Female,Black,Property,2.0,103,21102,98731
Adult prisoners,2017,Sonoma,Female,Black,Property,3.0,25,2315,98731
Adult prisoners,2017,Stanislaus,Female,Black,Property,3.0,18,4596,98731
Adult prisoners,2017,Sutter,Female,Black,Property,0.0,3,565,98731
Adult prisoners,2017,Tehama,Female,Black,Property,0.0,0,79,98731
Adult prisoners,2017,Trinity,Female,Black,Property,0.0,0,3,98731
Adult prisoners,2017,Tulare,Female,Black,Property,0.0,15,1723,98731
Adult prisoners,2017,Tuolumne,Female,Black,Property,0.0,0,51,98731
Adult prisoners,2017,Ventura,Female,Black,Property,1.0,38,4435,98731
Adult prisoners,2017,Yolo,Female,Black,Property,1.0,11,1806,98731
Adult prisoners,2017,Yuba,Female,Black,Property,0.0,3,650,98731
Adult prisoners,2017,Unknown,Female,Black,Property,0.0,0,0,98731
Adult prisoners,2017,Alameda,Female,Black,PublicOrder,3.0,212,71949,98731
Adult prisoners,2017,Alpine,Female,Black,PublicOrder,0.0,0,0,98731
Adult prisoners,2017,Amador,Female,Black,PublicOrder,0.0,8,57,98731
Adult prisoners,2017,Butte,Female,Black,PublicOrder,1.0,10,1005,98731
Adult prisoners,2017,Calaveras,Female,Black,PublicOrder,0.0,1,76,98731
Adult prisoners,2017,Colusa,Female,Black,PublicOrder,0.0,4,57,98731
Adult prisoners,2017,Contra Costa,Female,Black,PublicOrder,1.0,134,38256,98731
Adult prisoners,2017,Del Norte,Female,Black,PublicOrder,0.0,0,17,98731
Adult prisoners,2017,El Dorado,Female,Black,PublicOrder,0.0,6,372,98731
Adult prisoners,2017,Fresno,Female,Black,PublicOrder,1.0,43,15558,98731
Adult prisoners,2017,Glenn,Female,Black,PublicOrder,0.0,0,51,98731
Adult prisoners,2017,Humboldt,Female,Black,PublicOrder,0.0,5,424,98731
Adult prisoners,2017,Imperial,Female,Black,PublicOrder,0.0,14,593,98731
Adult prisoners,2017,Inyo,Female,Black,PublicOrder,0.0,0,18,98731
Adult prisoners,2017,Kern,Female,Black,PublicOrder,1.0,66,13724,98731
Adult prisoners,2017,Kings,Female,Black,PublicOrder,2.0,18,1694,98731
Adult prisoners,2017,Lake,Female,Black,PublicOrder,4.0,1,279,98731
Adult prisoners,2017,Lassen,Female,Black,PublicOrder,0.0,0,73,98731
Adult prisoners,2017,Los Angeles,Female,Black,PublicOrder,58.0,671,305916,98731
Adult prisoners,2017,Madera,Female,Black,PublicOrder,5.0,2,2944,98731
Adult prisoners,2017,Marin,Female,Black,PublicOrder,1.0,8,1683,98731
Adult prisoners,2017,Mariposa,Female,Black,PublicOrder,0.0,0,26,98731
Adult prisoners,2017,Mendocino,Female,Black,PublicOrder,0.0,2,111,98731
Adult prisoners,2017,Merced,Female,Black,PublicOrder,0.0,10,2893,98731
Adult prisoners,2017,Modoc,Female,Black,PublicOrder,0.0,1,1,98731
Adult prisoners,2017,Mono,Female,Black,PublicOrder,0.0,0,7,98731
Adult prisoners,2017,Monterey,Female,Black,PublicOrder,3.0,11,2780,98731
Adult prisoners,2017,Napa,Female,Black,PublicOrder,0.0,25,800,98731
Adult prisoners,2017,Nevada,Female,Black,PublicOrder,0.0,1,104,98731
Adult prisoners,2017,Orange,Female,Black,PublicOrder,3.0,36,16478,98731
Adult prisoners,2017,Placer,Female,Black,PublicOrder,0.0,26,1482,98731
Adult prisoners,2017,Plumas,Female,Black,PublicOrder,0.0,0,61,98731
Adult prisoners,2017,Riverside,Female,Black,PublicOrder,9.0,80,48326,98731
Adult prisoners,2017,Sacramento,Female,Black,PublicOrder,10.0,188,52625,98731
Adult prisoners,2017,San Benito,Female,Black,PublicOrder,0.0,0,165,98731
Adult prisoners,2017,San Bernardino,Female,Black,PublicOrder,9.0,134,62843,98731
Adult prisoners,2017,San Diego,Female,Black,PublicOrder,3.0,232,49845,98731
Adult prisoners,2017,San Francisco,Female,Black,PublicOrder,0.0,180,16042,98731
Adult prisoners,2017,San Joaquin,Female,Black,PublicOrder,0.0,69,18348,98731
Adult prisoners,2017,San Luis Obispo,Female,Black,PublicOrder,0.0,3,722,98731
Adult prisoners,2017,San Mateo,Female,Black,PublicOrder,0.0,40,6511,98731
Adult prisoners,2017,Santa Barbara,Female,Black,PublicOrder,0.0,5,2401,98731
Adult prisoners,2017,Santa Clara,Female,Black,PublicOrder,1.0,50,15783,98731
Adult prisoners,2017,Santa Cruz,Female,Black,PublicOrder,0.0,5,753,98731
Adult prisoners,2017,Shasta,Female,Black,PublicOrder,3.0,6,405,98731
Adult prisoners,2017,Sierra,Female,Black,PublicOrder,0.0,0,1,98731
